Block,Box,MenEx,DGRP,Weight,No. Flies,MenRep1,MenRep2,MenRep3,Average
25,118,76,405,3.24,4,7.642,7.23,,7.436
25,118,76,405,3.3,4,6.745,6.41,,6.5775
25,118,86,405,2.92,4,4.889,4.739,,4.814
25,118,86,405,3.08,4,4.806,6.106,,5.456
25,118,86,405,3.09,4,5.047,4.446,,4.7465
25,118,86,405,3.12,4,6.226,6,,6.113
25,118,86,405,3.13,4,5.119,5.289,,5.204
25,118,86,405,3.14,4,5.667,5.241,,5.454
25,118,86,405,3.18,4,6.228,6.448,,6.338
25,118,86,405,3.18,4,5.858,5.655,,5.7565
25,118,86,405,3.27,4,6.095,6.138,,6.1165
25,118,86,405,3.28,4,6.257,5.852,,6.0545
26,119,3,217,2.25,3,8.312,6.415,,7.3635
26,119,3,217,2.91,4,6.064,6.94,,6.502
26,119,3,217,2.98,4,8.546,7.572,,8.059
26,119,3,217,2.98,4,7.561,7.404,,7.4825
26,119,3,217,3.02,4,7.874,7.029,,7.4515
26,119,3,217,3.07,4,7.745,7.097,,7.421
26,119,3,217,3.12,4,8.294,8.027,,8.1605
26,119,3,217,3.15,4,9.779,9.36,,9.5695
26,119,3,217,3.16,4,8.484,8.235,,8.3595
26,119,3,217,3.18,4,9.127,8.79,,8.9585
26,119,76,217,2.78,4,3.606,3.535,,3.5705
26,119,76,217,2.9,4,4.629,4.058,,4.3435
26,119,76,217,2.91,4,5.46,5.175,,5.3175
26,119,76,217,3,4,5.313,4.504,,4.9085
26,119,76,217,3.03,4,4.611,4.41,,4.5105
26,119,76,217,3.03,4,5.314,5.665,,5.4895
26,119,76,217,3.07,4,6.144,5.984,,6.064
26,119,76,217,3.13,4,5.304,4.927,,5.1155
26,119,76,217,3.18,4,7.078,6.857,,6.9675
26,119,76,217,3.22,4,7.297,7.036,,7.1665
26,119,86,217,3.06,4,6.862,6.378,,6.62
26,119,86,217,3.06,4,6.949,6.474,,6.7115
26,119,86,217,3.09,4,6.45,6.414,,6.432
26,119,86,217,3.09,4,6.288,6.246,,6.267
26,119,86,217,3.1,4,7.847,7.424,,7.6355
26,119,86,217,3.12,4,5.99,5.91,,5.95
26,119,86,217,3.13,4,6.035,5.654,,5.8445
26,119,86,217,3.2,4,6.936,6.503,,6.7195
26,119,86,217,3.25,4,6.451,6.035,,6.243
26,119,86,217,3.28,4,7.063,6.899,,6.981
26,119,3,502,3.15,4,13.191,13.001,,13.096
26,119,3,502,3.2,4,14.628,14.795,,14.7115
26,119,3,502,3.32,4,14.316,14.064,,14.19
26,119,3,502,3.37,4,13.539,12.593,,13.066
26,119,3,502,3.41,4,14.926,14.221,,14.5735
26,119,3,502,3.47,4,15.138,14.455,,14.7965
26,119,3,502,3.48,4,13.678,14.589,,14.1335
26,119,3,502,3.57,4,15.459,14.773,,15.116
26,119,3,502,3.61,4,17.302,16.244,,16.773
26,119,3,502,3.62,4,16.429,14.612,,15.5205
26,119,76,502,3,4,9.076,8.699,,8.8875
26,119,76,502,3.1,4,9.686,9.282,,9.484
26,119,76,502,3.12,4,8.678,9.47,,9.074
26,119,76,502,3.15,4,9.933,9.599,,9.766
26,119,76,502,3.17,4,9.997,9.78,,9.8885
26,119,76,502,3.32,4,10.322,9.826,,10.074
26,119,76,502,3.48,4,11.223,10.744,,10.9835
26,119,76,502,3.49,4,10.131,10.429,,10.28
26,119,76,502,3.51,4,10.821,10.481,,10.651
26,119,76,502,3.55,4,10.791,10.404,,10.5975
26,119,86,502,2.74,4,6.125,5.845,,5.985
26,119,86,502,2.84,4,8.942,7.461,,8.2015
26,119,86,502,2.86,4,5.714,5.297,,5.5055
26,119,86,502,2.89,4,8.262,7.698,,7.98
26,119,86,502,2.9,4,6.739,6.728,,6.7335
26,119,86,502,2.93,4,7.421,6.914,,7.1675
26,119,86,502,2.94,4,7.565,8.052,,7.8085
26,119,86,502,3,4,9.083,8.965,,9.024
26,119,86,502,3.07,4,8.39,7.662,,8.026
26,119,86,502,3.12,4,7.257,7.394,,7.3255
26,119,3,530,3.15,4,11.678,10.565,,11.1215
26,119,3,530,3.17,4,11.846,11.241,,11.5435
26,119,3,530,3.21,4,12.732,12.087,,12.4095
26,119,3,530,3.22,4,11.65,11.541,,11.5955
26,119,3,530,3.23,4,12.347,11.959,,12.153
26,119,3,530,3.24,4,12.894,12.61,,12.752
26,119,3,530,3.29,4,12.444,11.741,,12.0925
26,119,3,530,3.34,4,14.016,13.041,,13.5285
26,119,3,530,3.35,4,12.416,12.033,,12.2245
26,119,3,530,3.44,4,12.411,13.161,,12.786
26,119,76,530,3.13,4,8.437,7.587,,8.012
26,119,76,530,3.18,4,9.048,8.528,,8.788
26,119,76,530,3.2,4,8.84,8.984,,8.912
26,119,76,530,3.26,4,9.294,8.572,,8.933
26,119,76,530,3.28,4,9.658,8.773,,9.2155
26,119,76,530,3.28,4,9.568,8.968,,9.268
26,119,76,530,3.3,4,10.093,9.626,,9.8595
26,119,76,530,3.33,4,9.029,8.04,,8.5345
26,119,76,530,3.34,4,9.98,9.468,,9.724
26,119,76,530,3.34,4,8.763,10.301,,9.532
26,119,86,530,2.95,4,NA,5.603,,5.603
26,119,86,530,2.95,4,6.196,6.221,,6.2085
26,119,86,530,3.05,4,6.013,6.266,,6.1395
26,119,86,530,3.07,4,7.678,7.308,,7.493
26,119,86,530,3.09,4,5.905,5.609,,5.757
26,119,86,530,3.14,4,6.355,5.908,,6.1315
26,119,86,530,3.16,4,5.828,5.238,,5.533
26,119,86,530,3.17,4,2.147,5.596,,3.8715
26,119,86,530,3.25,4,6.881,6.71,,6.7955
26,119,86,530,3.26,4,8.053,7.926,,7.9895
27,120,3,786,3,4,9.994,9.46,,9.727
27,120,3,786,3.01,4,10.097,9.706,,9.9015
27,120,3,786,3.02,4,9.098,8.876,,8.987
27,120,3,786,3.05,4,9.683,10.05,,9.8665
27,120,3,786,3.06,4,9.679,9.717,,9.698
27,120,3,786,3.1,4,9.598,9.814,,9.706
27,120,3,786,3.15,4,10.188,10.131,,10.1595
27,120,3,786,3.21,4,11.008,10.573,,10.7905
27,120,3,786,3.27,4,9.534,9.924,,9.729
27,120,3,786,3.27,4,11.726,11.319,,11.5225
27,120,76,786,3.1,4,6.219,5.005,,5.612
27,120,76,786,3.1,4,7.137,7.055,,7.096
27,120,76,786,3.18,4,8.056,7.944,,8
27,120,76,786,3.18,4,6.313,6.747,,6.53
27,120,76,786,3.19,4,5.631,5.969,,5.8
27,120,76,786,3.28,4,6.908,6.806,,6.857
27,120,76,786,3.29,4,8.061,8.181,,8.121
27,120,76,786,3.31,4,8.389,7.987,,8.188
27,120,76,786,3.35,4,8.365,8.476,,8.4205
27,120,76,786,3.4,4,9.216,8.73,,8.973
27,120,86,786,3.05,4,6.1,NA,,6.1
27,120,86,786,3.12,4,7.18,6.446,,6.813
27,120,86,786,3.12,4,5.635,5.08,,5.3575
27,120,86,786,3.16,4,6.187,5.66,,5.9235
27,120,86,786,3.17,4,6.163,5.819,,5.991
27,120,86,786,3.27,4,5.983,5.657,,5.82
27,120,86,786,3.28,4,6.316,6.193,,6.2545
27,120,86,786,3.28,4,6.018,5.943,,5.9805
27,120,86,786,3.32,4,6.003,6.254,,6.1285
27,120,86,786,3.35,4,5.458,5.318,,5.388
27,120,3,796,3.07,4,9.787,8.908,,9.3475
27,120,3,796,3.12,4,8.648,9.129,,8.8885
27,120,3,796,3.12,4,9.775,9.302,,9.5385
27,120,3,796,3.13,4,9.847,9.704,,9.7755
27,120,3,796,3.14,4,9.998,9.552,,9.775
27,120,3,796,3.16,4,9.634,9.313,,9.4735
27,120,3,796,3.28,4,10.567,10.212,,10.3895
27,120,3,796,3.29,4,11.283,10.783,,11.033
27,120,3,796,3.31,4,11.149,10.745,,10.947
27,120,3,796,3.37,4,11.564,10.995,,11.2795
27,120,76,796,2.89,4,5.666,5.292,,5.479
27,120,76,796,3.08,4,5.949,5.502,,5.7255
27,120,76,796,3.09,4,6.548,6,,6.274
27,120,76,796,3.11,4,6.061,6.339,,6.2
27,120,76,796,3.13,4,6.276,5.99,,6.133
27,120,76,796,3.14,4,7.237,6.509,,6.873
27,120,76,796,3.17,4,6.704,6.827,,6.7655
27,120,76,796,3.18,4,6.564,6.3,,6.432
27,120,76,796,3.19,4,6.76,5.835,,6.2975
27,120,76,796,3.26,4,7.026,6.246,,6.636
27,120,86,796,2.24,3,4.892,5.189,,5.0405
27,120,86,796,3.04,4,5.284,4.875,,5.0795
27,120,86,796,3.1,4,5.671,5.778,,5.7245
27,120,86,796,3.1,4,5.741,5.244,,5.4925
27,120,86,796,3.21,4,5.825,5.264,,5.5445
27,120,86,796,3.23,4,6.073,6.385,,6.229
27,120,86,796,3.23,4,6.227,5.784,,6.0055
27,120,86,796,3.23,4,5.969,4.914,,5.4415
27,120,86,796,3.27,4,5.153,5.906,,5.5295
27,120,86,796,3.3,4,5.405,4.547,,4.976
27,120,3,810,3.42,4,14.197,12.903,,13.55
27,120,3,810,3.43,4,12.217,11.084,,11.6505
27,120,3,810,3.51,4,11.797,11.11,,11.4535
27,120,3,810,3.53,4,13.468,13.592,,13.53
27,120,3,810,3.54,4,9.553,9.921,,9.737
27,120,3,810,3.55,4,12.865,12.27,,12.5675
27,120,3,810,3.57,4,13.068,13.433,,13.2505
27,120,3,810,3.6,4,13.999,12.504,,13.2515
27,120,3,810,3.65,4,14.758,14.207,,14.4825
27,120,3,810,3.65,4,13.535,13.525,,13.53
27,120,76,810,2.25,3,5.098,5.358,,5.228
27,120,76,810,2.38,3,4.349,4.43,,4.3895
27,120,76,810,2.54,3,7.077,6.566,,6.8215
27,120,76,810,2.58,3,6.819,6.56,,6.6895
27,120,76,810,2.61,3,6.863,6.663,,6.763
27,120,76,810,2.62,3,6.954,6.944,,6.949
27,120,76,810,2.62,3,7.509,7.588,,7.5485
27,120,76,810,3.39,4,6.73,6.073,,6.4015
27,120,86,810,3.4,4,9.358,8.139,,8.7485
27,120,86,810,3.49,4,9.082,9.086,,9.084
27,120,86,810,3.51,4,8.696,8.475,,8.5855
27,120,86,810,3.52,4,9.515,9.295,,9.405
27,120,86,810,3.53,4,8.805,9.271,,9.038
27,120,86,810,3.53,4,,7.262,,7.262
27,120,86,810,3.54,4,8.456,7.867,,8.1615
27,120,86,810,3.56,4,8.977,8.087,,8.532
27,120,86,810,3.58,4,8.62,8.069,,8.3445
27,120,86,810,3.65,4,9.267,8.984,,9.1255
28,121,3,716,1.83,2,17.206,17.013,,17.1095
28,121,3,716,3.35,4,15.693,15.636,,15.6645
28,121,3,716,3.45,4,15.795,15.747,,15.771
28,121,3,716,3.45,4,13.603,13.213,,13.408
28,121,3,716,3.53,4,16.397,16.362,,16.3795
28,121,3,716,3.55,4,NA,16.144,,16.144
28,121,3,716,3.59,4,14.865,14.637,,14.751
28,121,3,716,3.6,4,15.147,15.224,,15.1855
28,121,76,716,3.03,4,8.525,7.962,,8.2435
28,121,76,716,3.3,4,12.513,12.119,,12.316
28,121,76,716,3.31,4,9.891,10.039,,9.965
28,121,76,716,3.33,4,11.146,10.826,,10.986
28,121,76,716,3.38,4,14.368,14.48,,14.424
28,121,76,716,3.4,4,12.298,11.253,,11.7755
28,121,76,716,3.41,4,12.716,12.724,,12.72
28,121,76,716,3.43,4,12.194,12.056,,12.125
28,121,76,716,3.45,4,14.299,13.979,,14.139
28,121,76,716,3.52,4,13.18,13.154,,13.167
28,121,86,716,3.08,4,10.663,10.138,,10.4005
28,121,86,716,3.15,4,10.242,10.126,,10.184
28,121,86,716,3.23,4,9.723,9.567,,9.645
28,121,86,716,3.29,4,11.046,11.004,,11.025
28,121,86,716,3.3,4,11.081,10.974,,11.0275
28,121,86,716,3.3,4,10.718,10.425,,10.5715
28,121,86,716,3.33,4,10.55,10.739,,10.6445
28,121,86,716,3.34,4,11.162,11.01,,11.086
28,121,86,716,3.35,4,10.216,9.989,,10.1025
28,121,86,716,3.37,4,9.868,10.171,,10.0195
28,121,3,737,3.31,4,16.573,16.428,,16.5005
28,121,3,737,3.36,4,15.18,15.263,,15.2215
28,121,3,737,3.38,4,16.896,16.489,,16.6925
28,121,3,737,3.39,4,17.525,17.497,,17.511
28,121,3,737,3.41,4,14.291,14.061,,14.176
28,121,3,737,3.44,4,16.676,16.875,,16.7755
28,121,3,737,3.46,4,17.963,17.732,,17.8475
28,121,3,737,3.46,4,17.031,17.05,,17.0405
28,121,3,737,3.49,4,17.091,17.002,,17.0465
28,121,3,737,3.51,4,16.805,NA,,16.805
28,121,76,737,3.03,4,12.694,12.779,,12.7365
28,121,76,737,3.1,4,12.224,12.102,,12.163
28,121,76,737,3.14,4,11.797,11.788,,11.7925
28,121,76,737,3.14,4,13.448,13.379,,13.4135
28,121,76,737,3.15,4,12.542,12.856,,12.699
28,121,76,737,3.22,4,13.713,13.715,,13.714
28,121,76,737,3.27,4,12.832,12.623,,12.7275
28,121,76,737,3.34,4,12.366,12.255,,12.3105
28,121,76,737,3.36,4,12.589,12.353,,12.471
28,121,76,737,3.52,4,13.193,13.218,,13.2055
28,121,86,737,3.22,4,11.414,11.057,,11.2355
28,121,86,737,3.25,4,10.497,10.438,,10.4675
28,121,86,737,3.29,4,10.207,9.989,,10.098
28,121,86,737,3.3,4,12.828,12.355,,12.5915
28,121,86,737,3.32,4,12.776,12.446,,12.611
28,121,86,737,3.33,4,11.99,11.908,,11.949
28,121,86,737,3.34,4,11.861,11.925,,11.893
28,121,86,737,3.35,4,12.12,11.927,,12.0235
28,121,86,737,3.4,4,12.17,11.71,,11.94
28,121,86,737,3.43,4,12.3,12.268,,12.284
28,121,3,757,3.29,4,13.449,13.147,,13.298
28,121,3,757,3.33,4,13.009,13.123,,13.066
28,121,3,757,3.37,4,13.658,13.286,,13.472
28,121,3,757,3.37,4,13.061,12.777,,12.919
28,121,3,757,3.37,4,13.654,14.196,,13.925
28,121,3,757,3.39,4,13.485,13.161,,13.323
28,121,3,757,3.4,4,14.194,14.04,,14.117
28,121,3,757,3.47,4,13.798,13.684,,13.741
28,121,3,757,3.49,4,13.401,13.11,,13.2555
28,121,3,757,3.58,4,14.588,14.74,,14.664
28,121,76,757,3.24,4,5.09,5.311,,5.2005
28,121,76,757,3.25,4,5.462,5.533,,5.4975
28,121,76,757,3.25,4,5.45,5.177,,5.3135
28,121,76,757,3.26,4,4.947,5.026,,4.9865
28,121,76,757,3.27,4,5.423,5.117,,5.27
28,121,76,757,3.3,4,5.865,5.686,,5.7755
28,121,76,757,3.36,4,5.576,5.798,,5.687
28,121,76,757,3.38,4,4.508,4.484,,4.496
28,121,76,757,3.43,4,5.19,5.801,,5.4955
28,121,76,757,3.48,4,3.888,4.172,,4.03
28,121,86,757,2.37,3,4.202,4.216,,4.209
28,121,86,757,2.98,4,5.271,4.695,,4.983
28,121,86,757,3.09,4,4.779,4.645,,4.712
28,121,86,757,3.12,4,4.38,4.396,,4.388
28,121,86,757,3.22,4,6.157,5.568,,5.8625
28,121,86,757,3.24,4,5.35,5.549,,5.4495
28,121,86,757,3.25,4,4.765,4.848,,4.8065
28,121,86,757,3.26,4,4.79,4.711,,4.7505
28,121,86,757,3.41,4,4.818,4.412,,4.615
28,121,86,757,3.43,4,3.612,3.587,,3.5995
29,122,3,426,2.6,3,18.584,17.604,,18.094
29,122,3,426,2.62,3,18.159,17.253,,17.706
29,122,3,426,3.45,4,18.063,17.696,,17.8795
29,122,3,426,3.55,4,18.082,17.338,,17.71
29,122,3,426,3.66,4,18.442,16.777,,17.6095
29,122,3,426,3.7,4,,18.318,,18.318
29,122,3,426,3.7,4,19.699,18.344,,19.0215
29,122,3,426,3.8,4,20.771,19.545,,20.158
29,122,3,426,3.86,4,20.219,19.505,,19.862
29,122,76,426,2.62,3,14.636,13.655,,14.1455
29,122,76,426,2.64,3,14.086,13.574,,13.83
29,122,76,426,2.73,3,15.463,14.755,,15.109
29,122,76,426,3.27,4,13.746,13.077,,13.4115
29,122,76,426,3.33,4,12.377,11.906,,12.1415
29,122,76,426,3.5,4,13.752,13.094,,13.423
29,122,76,426,3.57,4,14.636,13.858,,14.247
29,122,76,426,3.67,4,15.615,14.429,,15.022
29,122,76,426,3.7,4,16.513,15.9,,16.2065
29,122,86,426,3.19,4,11.121,11.22,,11.1705
29,122,86,426,3.22,4,11.318,11.017,,11.1675
29,122,86,426,3.26,4,10.843,10.818,,10.8305
29,122,86,426,3.37,4,12.504,12.429,,12.4665
29,122,86,426,3.4,4,11.868,10.6,,11.234
29,122,86,426,3.42,4,11.767,10.978,,11.3725
29,122,86,426,3.55,4,13.033,12.988,,13.0105
29,122,86,426,3.58,4,12.273,11.519,,11.896
29,122,86,426,3.59,4,12.13,11.885,,12.0075
29,122,86,426,3.64,4,12.659,11.581,,12.12
29,122,3,748,2.57,3,21.802,21.036,,21.419
29,122,3,748,2.66,3,23.867,23.136,,23.5015
29,122,3,748,2.87,3,25.817,22.013,,23.915
29,122,3,748,3.45,4,22.211,21.67,,21.9405
29,122,3,748,3.48,4,21.801,20.905,,21.353
29,122,3,748,3.5,4,26.766,24.126,,25.446
29,122,3,748,3.54,4,22.428,22.26,,22.344
29,122,3,748,3.58,4,22.216,22.146,,22.181
29,122,3,748,3.58,4,24.986,22.998,,23.992
29,122,3,748,3.63,4,24.526,23.745,,24.1355
29,122,76,748,2.49,3,16.729,15.719,,16.224
29,122,76,748,2.73,3,17.164,16.229,,16.6965
29,122,76,748,3.52,4,15.894,15.746,,15.82
29,122,76,748,3.52,4,15.534,14.687,,15.1105
29,122,76,748,3.53,4,17.249,16.726,,16.9875
29,122,76,748,3.54,4,18.56,17.685,,18.1225
29,122,76,748,3.57,4,18.444,17.087,,17.7655
29,122,76,748,3.57,4,16.312,15.47,,15.891
29,122,76,748,3.65,4,15.138,14.358,,14.748
29,122,76,748,3.67,4,19.009,18.869,,18.939
29,122,86,748,3.01,4,13.906,13.308,,13.607
29,122,86,748,3.22,4,14.314,13.329,,13.8215
29,122,86,748,3.24,4,14.992,15.012,,15.002
29,122,86,748,3.31,4,16.697,16.58,,16.6385
29,122,86,748,3.32,4,16.483,15.735,,16.109
29,122,86,748,3.37,4,14.726,13.65,,14.188
29,122,86,748,3.38,4,15.356,14.951,,15.1535
29,122,86,748,3.41,4,16.307,15.531,,15.919
29,122,86,748,3.42,4,16.603,15.625,,16.114
29,122,86,748,3.44,4,16.753,15.887,,16.32
29,122,3,819,2.48,3,16.497,15.421,,15.959
29,122,3,819,2.49,3,17.418,16.463,,16.9405
29,122,3,819,2.56,3,17.606,17.024,,17.315
29,122,3,819,3.39,4,16.974,17.028,,17.001
29,122,3,819,3.45,4,19.538,18.288,,18.913
29,122,3,819,3.48,4,18.906,18.354,,18.63
29,122,3,819,3.54,4,17.505,,,17.505
29,122,76,819,2.23,3,13.705,12.832,,13.2685
29,122,76,819,2.35,3,14.436,9.659,,12.0475
29,122,76,819,2.37,3,14.784,13.625,,14.2045
29,122,76,819,3.15,4,14.191,13.461,,13.826
29,122,76,819,3.23,4,14.351,14.485,,14.418
29,122,76,819,3.25,4,17.331,16.253,,16.792
29,122,76,819,3.26,4,15.454,14.097,,14.7755
29,122,76,819,3.29,4,16.676,16.116,,16.396
29,122,76,819,3.35,4,18.275,17.717,,17.996
29,122,76,819,3.35,4,17.314,16.536,,16.925
29,122,86,819,2.45,3,11.903,11.655,,11.779
29,122,86,819,3.05,4,10.62,10.493,,10.5565
29,122,86,819,3.09,4,11.427,11.163,,11.295
29,122,86,819,3.1,4,11.641,11.097,,11.369
29,122,86,819,3.19,4,12.593,12.132,,12.3625
29,122,86,819,3.2,4,13.746,12.877,,13.3115
29,122,86,819,3.21,4,11.832,10.982,,11.407
29,122,86,819,3.22,4,13.02,12.709,,12.8645
29,122,86,819,3.24,4,12.28,10.713,,11.4965
29,122,86,819,3.46,4,13.319,13.399,,13.359
30,123,3,310,3.38,4,15.419,15.79,,15.6045
30,123,3,310,3.44,4,14.403,14.694,,14.5485
30,123,3,310,3.46,4,14.38,14.769,,14.5745
30,123,3,310,3.47,4,13.699,13.932,,13.8155
30,123,3,310,3.48,4,13.819,13.678,,13.7485
30,123,3,310,3.52,4,12.655,12.838,,12.7465
30,123,3,310,3.55,4,14.637,14.232,,14.4345
30,123,3,310,3.59,4,13.931,14.052,,13.9915
30,123,3,310,3.61,4,14.519,15.171,,14.845
30,123,3,310,3.61,4,13.549,13.286,,13.4175
30,123,76,310,2.46,4,7.152,7.161,,7.1565
30,123,76,310,3.34,4,9.666,9.982,,9.824
30,123,76,310,3.39,4,10.2,10.659,,10.4295
30,123,76,310,3.4,4,10.666,10.919,,10.7925
30,123,76,310,3.46,4,10.42,10.406,,10.413
30,123,76,310,3.51,4,10.093,10.318,,10.2055
30,123,76,310,3.53,4,11.993,11.791,,11.892
30,123,76,310,3.56,4,11.553,10.82,,11.1865
30,123,76,310,3.56,4,11.94,12.023,,11.9815
30,123,76,310,3.59,4,11.243,11.253,,11.248
30,123,86,310,3.26,4,8.611,8.781,,8.696
30,123,86,310,3.27,4,8.498,8.544,,8.521
30,123,86,310,3.3,4,9.939,10.303,,10.121
30,123,86,310,3.31,4,9.999,10.03,,10.0145
30,123,86,310,3.32,4,8.914,8.483,,8.6985
30,123,86,310,3.37,4,9.669,9.661,,9.665
30,123,86,310,3.41,4,9.793,9.62,,9.7065
30,123,86,310,3.43,4,9.856,9.706,,9.781
30,123,86,310,3.46,4,9.176,8.78,,8.978
30,123,86,310,3.5,4,9.057,9.196,,9.1265
30,123,3,397,2.39,3,11.666,11.399,,11.5325
30,123,3,397,2.41,3,11.297,11.308,,11.3025
30,123,3,397,2.48,3,11.171,11.245,,11.208
30,123,3,397,3.09,4,10.964,10.982,,10.973
30,123,3,397,3.15,4,11.621,11.846,,11.7335
30,123,3,397,3.2,4,12.085,12.313,,12.199
30,123,3,397,3.22,4,11.545,11.688,,11.6165
30,123,3,397,3.33,4,11.073,11.3,,11.1865
30,123,3,397,3.43,4,10.613,10.587,,10.6
30,123,3,397,3.47,4,12.974,12.407,,12.6905
30,123,76,397,2.34,3,7.457,7.401,,7.429
30,123,76,397,3.28,4,7.488,7.396,,7.442
30,123,76,397,3.31,4,7.745,8.065,,7.905
30,123,76,397,3.37,4,8.264,7.689,,7.9765
30,123,76,397,3.37,4,11.043,10.862,,10.9525
30,123,76,397,3.43,4,9.648,9.792,,9.72
30,123,76,397,3.46,4,9.063,8.975,,9.019
30,123,76,397,3.55,4,9.403,9.05,,9.2265
30,123,76,397,3.62,4,9.481,9.681,,9.581
30,123,76,397,3.68,4,9.362,9.354,,9.358
30,123,86,397,2.39,3,6.905,7.094,,6.9995
30,123,86,397,2.62,3,,7.338,,7.338
30,123,86,397,3.15,4,7.466,7.268,,7.367
30,123,86,397,3.23,4,8.112,7.608,,7.86
30,123,86,397,3.34,4,7.031,7.16,,7.0955
30,123,86,397,3.34,4,11.666,11.555,,11.6105
30,123,86,397,3.39,4,10.554,10.491,,10.5225
30,123,86,397,3.5,4,10.237,9.871,,10.054
30,123,86,397,3.53,4,10.437,10.494,,10.4655
30,123,86,397,3.63,4,9.828,9.7,,9.764
30,123,3,406,2.61,3,15.323,15.809,,15.566
30,123,3,406,3.33,4,14.017,13.856,,13.9365
30,123,3,406,3.33,4,15.43,16.963,,16.1965
30,123,3,406,3.37,4,15.761,16.15,,15.9555
30,123,3,406,3.39,4,16.245,18.025,,17.135
30,123,3,406,3.41,4,15.552,15.457,,15.5045
30,123,3,406,3.45,4,15.352,15.194,,15.273
30,123,3,406,3.45,4,15.397,15.99,,15.6935
30,123,3,406,3.49,4,15.615,15.178,,15.3965
30,123,3,406,3.52,4,,16.681,,16.681
30,123,76,406,3.19,4,9.705,9.486,,9.5955
30,123,76,406,3.22,4,10.339,10.135,,10.237
30,123,76,406,3.22,4,9.492,9.413,,9.4525
30,123,76,406,3.23,4,9.346,9.747,,9.5465
30,123,76,406,3.25,4,9.841,10.009,,9.925
30,123,76,406,3.26,4,10.261,9.648,,9.9545
30,123,76,406,3.32,4,11.366,11.536,,11.451
30,123,76,406,3.36,4,9.956,10.345,,10.1505
30,123,76,406,3.46,4,10.212,10.763,,10.4875
30,123,76,406,3.52,4,10.569,10.356,,10.4625
30,123,86,406,3.08,4,7.855,7.645,,7.75
30,123,86,406,3.1,4,7.479,7.033,,7.256
30,123,86,406,3.13,4,7.539,6.899,,7.219
30,123,86,406,3.13,4,5.243,6.392,,5.8175
30,123,86,406,3.19,4,7.074,NA,,7.074
30,123,86,406,3.22,4,7.709,7.722,,7.7155
30,123,86,406,3.23,4,7.128,7.217,,7.1725
30,123,86,406,3.25,4,8.11,7.77,,7.94
30,123,86,406,3.25,4,7.29,7.324,,7.307
30,123,86,406,3.33,4,8.416,8.435,,8.4255
31,124,3,28,3.29,4,10.777,11.061,,10.919
31,124,3,28,3.3,4,11.351,11.328,,11.3395
31,124,3,28,3.31,4,12.198,11.261,,11.7295
31,124,3,28,3.34,4,13.035,12.666,,12.8505
31,124,3,28,3.36,4,12.229,12.881,,12.555
31,124,3,28,3.37,4,12.481,13.127,,12.804
31,124,3,28,3.4,4,13.616,12.274,,12.945
31,124,3,28,3.41,4,11.051,10.513,,10.782
31,124,3,28,3.48,4,12.585,12.19,,12.3875
31,124,3,28,3.49,4,11.846,11.491,,11.6685
31,124,76,28,3.22,4,11.251,10.174,,10.7125
31,124,76,28,3.23,4,8.718,9.794,,9.256
31,124,76,28,3.4,4,10.168,9.501,,9.8345
31,124,76,28,3.45,4,11.41,11.742,,11.576
31,124,76,28,3.46,4,12.88,12.293,,12.5865
31,124,76,28,3.47,4,11.662,10.965,,11.3135
31,124,76,28,3.48,4,12.074,11.682,,11.878
31,124,76,28,3.51,4,10.946,10.032,,10.489
31,124,76,28,3.54,4,11.488,10.691,,11.0895
31,124,76,28,3.59,4,14.036,13.414,,13.725
31,124,86,28,3.25,4,10.106,9.501,,9.8035
31,124,86,28,3.29,4,10,10.001,,10.0005
31,124,86,28,3.34,4,10.068,9.607,,9.8375
31,124,86,28,3.34,4,10.535,9.924,,10.2295
31,124,86,28,3.36,4,9.771,10.466,,10.1185
31,124,86,28,3.42,4,10.616,9.954,,10.285
31,124,86,28,3.44,4,10.316,9.636,,9.976
31,124,86,28,3.48,4,11.323,11.149,,11.236
31,124,86,28,3.57,4,10.557,10.814,,10.6855
31,124,86,28,3.6,4,11.475,11.929,,11.702
31,124,3,105,2.55,4,10.922,9.813,,10.3675
31,124,3,105,2.57,3,10.934,10.021,,10.4775
31,124,3,105,2.59,3,11.244,10.855,,11.0495
31,124,3,105,2.63,3,10.403,10.579,,10.491
31,124,3,105,2.64,3,10.116,11.541,,10.8285
31,124,3,105,2.64,3,11.23,10.413,,10.8215
31,124,3,105,2.67,3,11.823,11.454,,11.6385
31,124,3,105,2.68,3,10.962,11.253,,11.1075
31,124,3,105,2.72,3,10.254,10.294,,10.274
31,124,76,105,2.33,3,7.044,6.817,,6.9305
31,124,76,105,2.35,3,6.771,7.035,,6.903
31,124,76,105,2.36,3,7.101,7.58,,7.3405
31,124,76,105,2.4,3,7.089,6.727,,6.908
31,124,76,105,2.45,3,6.55,5.95,,6.25
31,124,76,105,2.51,3,6.703,6.636,,6.6695
31,124,76,105,2.52,3,NA,6.138,,6.138
31,124,76,105,2.6,3,7.809,6.897,,7.353
31,124,76,105,3.35,4,6.927,6.407,,6.667
31,124,86,105,2.47,3,6.491,6.974,,6.7325
31,124,86,105,2.48,3,8.355,7.576,,7.9655
31,124,86,105,2.52,3,6.368,7.446,,6.907
31,124,86,105,2.55,3,7.417,7.311,,7.364
31,124,86,105,2.57,3,6.596,6.439,,6.5175
31,124,86,105,2.57,3,8.754,8.172,,8.463
31,124,86,105,2.64,3,7.391,7.887,,7.639
