Block,Box,MenEx,DGRP,Weight,No. Flies,MenRep1,MenRep2,MenRep3,Average
31,124,86,105,3.41,4,7.028,7.668,,7.348
31,124,3,373,2.74,4,9.944,9.098,,9.521
31,124,3,373,2.81,4,10.005,9.786,,9.8955
31,124,3,373,2.84,4,9.232,9.172,,9.202
31,124,3,373,2.88,4,8.504,8.959,,8.7315
31,124,3,373,2.9,4,8.86,9.668,,9.264
31,124,3,373,2.97,4,10.532,9.952,,10.242
31,124,3,373,3.01,4,9.602,9.7,,9.651
31,124,3,373,3.01,4,11.818,11.411,,11.6145
31,124,3,373,3.07,4,10.634,10.559,,10.5965
31,124,3,373,3.14,4,11.816,11.636,,11.726
31,124,76,373,3.13,4,6.549,7.068,,6.8085
31,124,76,373,3.23,4,9.332,9.103,,9.2175
31,124,76,373,3.26,4,9.592,8.955,,9.2735
31,124,76,373,3.31,4,9.209,8.522,,8.8655
31,124,76,373,3.33,4,9.674,10.107,,9.8905
31,124,76,373,3.36,4,7.094,6.281,,6.6875
31,124,76,373,3.41,4,10.055,8.831,,9.443
31,124,76,373,3.41,4,10.489,9.622,,10.0555
31,124,76,373,3.43,4,9.239,9.881,,9.56
31,124,76,373,3.44,4,9.864,9.74,,9.802
31,124,86,373,2.92,4,6.586,6.152,,6.369
31,124,86,373,3.11,4,6.001,6.153,,6.077
31,124,86,373,3.22,4,4.961,5.594,,5.2775
31,124,86,373,3.25,4,6.889,6.601,,6.745
31,124,86,373,3.26,4,8.362,7.873,,8.1175
31,124,86,373,3.29,4,6.57,6.607,,6.5885
31,124,86,373,3.29,4,6.822,7.187,,7.0045
31,124,86,373,3.29,4,7.783,7.817,,7.8
31,124,86,373,3.34,4,8.999,8.679,,8.839
31,124,86,373,3.35,4,7.39,7.336,,7.363
32,125,3,38,1.38,2,9.025,8.8,,8.9125
32,125,3,38,2.79,4,6.49,5.9,,6.195
32,125,3,38,2.97,4,8.545,8.175,,8.36
32,125,3,38,3.09,4,10.403,9.749,,10.076
32,125,3,38,3.14,4,8.461,8.007,,8.234
32,125,3,38,3.17,4,10.182,9.422,,9.802
32,125,3,38,3.19,4,9.457,8.834,,9.1455
32,125,3,38,3.2,4,9.615,8.81,,9.2125
32,125,3,38,3.31,4,9.7,9.002,,9.351
32,125,3,38,3.39,4,10.481,9.533,,10.007
32,125,76,38,3.04,4,7.401,6.916,,7.1585
32,125,76,38,3.12,4,5.988,5.532,,5.76
32,125,76,38,3.2,4,7.214,,,7.214
32,125,76,38,3.3,4,7.093,6.472,,6.7825
32,125,76,38,3.34,4,7.045,6.832,,6.9385
32,125,76,38,3.43,4,7.545,7.184,,7.3645
32,125,76,38,3.44,4,7.248,6.448,,6.848
32,125,76,38,3.44,4,6.291,5.694,,5.9925
32,125,76,38,3.44,4,7.472,7.09,,7.281
32,125,76,38,3.47,4,5.821,5.717,,5.769
32,125,86,38,2.87,4,4.469,3.857,,4.163
32,125,86,38,2.9,4,4.175,4.042,,4.1085
32,125,86,38,3.08,4,5.342,5.13,,5.236
32,125,86,38,3.16,4,5.941,5.69,,5.8155
32,125,86,38,3.16,4,5.821,5.231,,5.526
32,125,86,38,3.22,4,5.502,5.338,,5.42
32,125,86,38,3.22,4,5.869,5.52,,5.6945
32,125,86,38,3.33,4,5.942,5.516,,5.729
32,125,86,38,3.33,4,6.494,6.067,,6.2805
32,125,86,38,3.35,4,6.542,6.106,,6.324
32,125,3,195,3.3,4,9.854,9.241,,9.5475
32,125,3,195,3.31,4,9.901,9.374,,9.6375
32,125,3,195,3.42,4,9.438,9.246,,9.342
32,125,3,195,3.46,4,9.922,9.208,,9.565
32,125,3,195,3.49,4,10.21,9.641,,9.9255
32,125,3,195,3.49,4,10.035,9.324,,9.6795
32,125,3,195,3.56,4,11.129,10.369,,10.749
32,125,3,195,3.64,4,11.277,10.32,,10.7985
32,125,3,195,3.7,4,9.618,9.091,,9.3545
32,125,3,195,3.71,4,11.069,9.327,,10.198
32,125,76,195,2.9,4,5.245,4.636,,4.9405
32,125,76,195,2.92,4,5.748,5.285,,5.5165
32,125,76,195,3.05,4,4.84,4.694,,4.767
32,125,76,195,3.11,4,3.868,3.571,,3.7195
32,125,76,195,3.12,4,5.961,5.669,,5.815
32,125,76,195,3.14,4,6.056,5.51,,5.783
32,125,76,195,3.26,4,5.606,5.087,,5.3465
32,125,76,195,3.28,4,5.338,5.058,,5.198
32,125,76,195,3.32,4,5.805,5.317,,5.561
32,125,76,195,3.46,4,6.056,5.702,,5.879
32,125,86,195,3.02,4,3.674,3.571,,3.6225
32,125,86,195,3.02,4,5.257,4.991,,5.124
32,125,86,195,3.24,4,6.141,5.335,,5.738
32,125,86,195,3.26,4,5.196,4.915,,5.0555
32,125,86,195,3.33,4,4.241,4.553,,4.397
32,125,86,195,3.39,4,4.614,4.308,,4.461
32,125,86,195,3.44,4,5.352,4.442,,4.897
32,125,86,195,3.48,4,5.45,4.647,,5.0485
32,125,86,195,3.52,4,6.062,5.22,,5.641
32,125,86,195,3.81,4,5.352,4.891,,5.1215
32,125,3,374,3.25,4,9.902,9.187,,9.5445
32,125,3,374,3.3,4,10.66,9.897,,10.2785
32,125,3,374,3.35,4,9.93,9.456,,9.693
32,125,3,374,3.36,4,10.147,9.41,,9.7785
32,125,3,374,3.42,4,9.765,8.802,,9.2835
32,125,3,374,3.42,4,9.548,9.29,,9.419
32,125,3,374,3.42,4,9.734,9.312,,9.523
32,125,3,374,3.43,4,10.044,9.135,,9.5895
32,125,3,374,3.45,4,9.346,8.959,,9.1525
32,125,3,374,3.46,4,9.774,9.025,,9.3995
32,125,76,374,3.12,4,8.463,7.885,,8.174
32,125,76,374,3.24,4,8.192,7.62,,7.906
32,125,76,374,3.25,4,8.847,7.936,,8.3915
32,125,76,374,3.25,4,8.647,8.127,,8.387
32,125,76,374,3.32,4,8.822,8.168,,8.495
32,125,76,374,3.33,4,8.51,7.801,,8.1555
32,125,76,374,3.36,4,7.73,6.855,,7.2925
32,125,76,374,3.37,4,8.174,8.093,,8.1335
32,125,76,374,3.39,4,8.685,8.229,,8.457
32,125,76,374,3.61,4,9.196,8.745,,8.9705
32,125,86,374,3.26,4,NA,7.169,,7.169
32,125,86,374,3.28,4,6.856,5.953,,6.4045
32,125,86,374,3.29,4,7.106,6.397,,6.7515
32,125,86,374,3.33,4,7.209,6.869,,7.039
32,125,86,374,3.34,4,7.535,6.767,,7.151
32,125,86,374,3.44,4,7.785,7.883,,7.834
32,125,86,374,3.45,4,7.554,7.155,,7.3545
32,125,86,374,3.46,4,7.762,6.82,,7.291
32,125,86,374,3.46,4,7.068,6.577,,6.8225
32,125,86,374,3.73,4,7.942,6.51,,7.226
33,126,3,40,3.47,4,14.951,14.876,,14.9135
33,126,3,40,3.5,4,13.215,13.049,,13.132
33,126,3,40,3.53,4,17.072,17.214,,17.143
33,126,3,40,3.54,4,12.77,12.628,,12.699
33,126,3,40,3.54,4,17.392,17.262,,17.327
33,126,3,40,3.59,4,16.051,16.146,,16.0985
33,126,3,40,3.61,4,15.246,14.858,,15.052
33,126,3,40,3.62,4,16.369,15.839,,16.104
33,126,3,40,3.65,4,14.984,14.804,,14.894
33,126,3,40,3.68,4,16.39,15.728,,16.059
33,126,76,40,3.4,4,12.017,11.862,,11.9395
33,126,76,40,3.4,4,11.915,11.694,,11.8045
33,126,76,40,3.41,4,11.858,12.606,,12.232
33,126,76,40,3.43,4,11.447,11.508,,11.4775
33,126,76,40,3.48,4,11.025,9.649,,10.337
33,126,76,40,3.48,4,12.582,12.499,,12.5405
33,126,76,40,3.55,4,12.006,11.957,,11.9815
33,126,76,40,3.56,4,11.713,11.359,,11.536
33,126,76,40,3.58,4,12.201,12.132,,12.1665
33,126,76,40,3.61,4,12.78,12.613,,12.6965
33,126,86,40,3.23,4,9.492,9.257,,9.3745
33,126,86,40,3.32,4,10.195,10.1,,10.1475
33,126,86,40,3.33,4,9.444,9.106,,9.275
33,126,86,40,3.35,4,10.71,11.068,,10.889
33,126,86,40,3.45,4,9.681,9.759,,9.72
33,126,86,40,3.47,4,10.29,10.003,,10.1465
33,126,86,40,3.51,4,10.471,10.333,,10.402
33,126,86,40,3.57,4,10.658,10.56,,10.609
33,126,86,40,3.61,4,9.599,9.454,,9.5265
33,126,86,40,3.7,4,12.231,12.16,,12.1955
33,126,3,237,3.15,4,11.99,11.57,,11.78
33,126,3,237,3.36,4,14.614,14.089,,14.3515
33,126,3,237,3.42,4,15.619,15.6,,15.6095
33,126,3,237,3.47,4,15.848,15.644,,15.746
33,126,3,237,3.49,4,15.481,14.931,,15.206
33,126,3,237,3.49,4,14.407,14.618,,14.5125
33,126,3,237,3.55,4,15.463,15.297,,15.38
33,126,3,237,3.56,4,13.231,13.498,,13.3645
33,126,3,237,3.57,4,15.66,15.244,,15.452
33,126,3,237,3.59,4,15.092,14.395,,14.7435
33,126,76,237,2.4,3,12.919,12.638,,12.7785
33,126,76,237,2.58,3,14.133,14.048,,14.0905
33,126,76,237,3.27,4,13.397,13.122,,13.2595
33,126,76,237,3.27,4,13.28,13.169,,13.2245
33,126,76,237,3.27,4,12.636,13.141,,12.8885
33,126,76,237,3.3,4,13.01,13.214,,13.112
33,126,76,237,3.32,4,12.265,12.197,,12.231
33,126,76,237,3.35,4,13.159,13.209,,13.184
33,126,76,237,3.49,4,14.297,13.454,,13.8755
33,126,86,237,2.35,3,9.887,9.842,,9.8645
33,126,86,237,2.93,4,10.66,10.408,,10.534
33,126,86,237,3.19,4,9.857,9.608,,9.7325
33,126,86,237,3.28,4,8.126,8.353,,8.2395
33,126,86,237,3.3,4,11.002,11.734,,11.368
33,126,86,237,3.33,4,9.461,9.426,,9.4435
33,126,86,237,3.38,4,7.781,7.885,,7.833
33,126,86,237,3.46,4,10.761,10.402,,10.5815
33,126,86,237,3.47,4,10.547,10.284,,10.4155
33,126,86,237,3.55,4,9.728,9.518,,9.623
33,126,3,776,3.11,4,12.032,12.006,,12.019
33,126,3,776,3.34,4,12.315,11.971,,12.143
33,126,3,776,3.35,4,12.005,12.002,,12.0035
33,126,3,776,3.37,4,12.399,12.421,,12.41
33,126,3,776,3.43,4,11.561,11.491,,11.526
33,126,3,776,3.43,4,12.931,13.153,,13.042
33,126,3,776,3.43,4,12.377,12.459,,12.418
33,126,3,776,3.47,4,12.26,12.213,,12.2365
33,126,3,776,3.51,4,12.808,12.506,,12.657
33,126,3,776,3.59,4,10.927,10.63,,10.7785
33,126,76,776,3.34,4,8.344,8.417,,8.3805
33,126,76,776,3.35,4,9.565,9.367,,9.466
33,126,76,776,3.37,4,7.757,NA,,7.757
33,126,76,776,3.39,4,8.912,9,,8.956
33,126,76,776,3.4,4,8.592,8.565,,8.5785
33,126,76,776,3.46,4,8.848,8.801,,8.8245
33,126,76,776,3.49,4,9.115,9.126,,9.1205
33,126,76,776,3.5,4,9.004,8.861,,8.9325
33,126,76,776,3.51,4,8.297,8.243,,8.27
33,126,76,776,3.53,4,8.086,7.907,,7.9965
33,126,86,776,2.51,3,5.815,5.589,,5.702
33,126,86,776,3.2,4,6.023,6.005,,6.014
33,126,86,776,3.22,4,6.13,5.979,,6.0545
33,126,86,776,3.27,4,5.982,5.52,,5.751
33,126,86,776,3.32,4,6.103,6.057,,6.08
33,126,86,776,3.33,4,5.935,5.803,,5.869
33,126,86,776,3.35,4,5.732,5.656,,5.694
33,126,86,776,3.36,4,6.252,5.977,,6.1145
33,126,86,776,3.37,4,5.833,6.072,,5.9525
33,126,86,776,3.38,4,6.547,6.288,,6.4175
34,127,3,45,3.15,4,13.283,14.126,,13.7045
34,127,3,45,3.18,4,13.579,14.074,,13.8265
34,127,3,45,3.19,4,11.83,12.242,,12.036
34,127,3,45,3.2,4,13.173,13.509,,13.341
34,127,3,45,3.22,4,13.884,14.173,,14.0285
34,127,3,45,3.25,4,13.478,14.088,,13.783
34,127,3,45,3.25,4,13.379,13.413,,13.396
34,127,3,45,3.28,4,10.349,10.636,,10.4925
34,127,3,45,3.31,4,13.335,13.464,,13.3995
34,127,3,45,3.33,4,12.653,13.251,,12.952
34,127,76,45,2.97,4,9.723,9.878,,9.8005
34,127,76,45,2.98,4,10.358,10.301,,10.3295
34,127,76,45,3.01,4,11.902,11.37,,11.636
34,127,76,45,3.1,4,11.131,NA,,11.131
34,127,76,45,3.14,4,10.934,11.617,,11.2755
34,127,76,45,3.16,4,12.41,12.85,,12.63
34,127,76,45,3.16,4,12.577,12.522,,12.5495
34,127,76,45,3.19,4,13.197,13.004,,13.1005
34,127,76,45,3.22,4,11.904,12.101,,12.0025
34,127,76,45,3.26,4,12.405,12.674,,12.5395
34,127,86,45,2.97,4,9.921,9.906,,9.9135
34,127,86,45,3.02,4,9.341,9.611,,9.476
34,127,86,45,3.03,4,9.915,10.463,,10.189
34,127,86,45,3.04,4,9.294,9.05,,9.172
34,127,86,45,3.06,4,9.936,10.246,,10.091
34,127,86,45,3.11,4,9.713,,,9.713
34,127,86,45,3.11,4,10.292,10.393,,10.3425
34,127,86,45,3.13,4,10.751,10.878,,10.8145
34,127,86,45,3.26,4,10.163,10.753,,10.458
34,127,86,45,3.29,4,9.426,9.924,,9.675
34,127,3,239,3.19,4,16.746,17.155,,16.9505
34,127,3,239,3.22,4,17.268,17.372,,17.32
34,127,3,239,3.24,4,16.029,16.244,,16.1365
34,127,3,239,3.26,4,14.773,14.984,,14.8785
34,127,3,239,3.3,4,16.713,17.006,,16.8595
34,127,3,239,3.3,4,16.351,16.47,,16.4105
34,127,3,239,3.32,4,16.452,16.681,,16.5665
34,127,3,239,3.33,4,14.432,15.148,,14.79
34,127,3,239,3.37,4,15.8,16.503,,16.1515
34,127,3,239,3.4,4,16.735,17.089,,16.912
34,127,76,239,3.16,4,16.087,16.116,,16.1015
34,127,76,239,3.18,4,15.242,15.344,,15.293
34,127,76,239,3.22,4,12.68,13.768,,13.224
34,127,76,239,3.27,4,18.034,17.94,,17.987
34,127,76,239,3.27,4,16.738,17.253,,16.9955
34,127,76,239,3.29,4,15.898,16.074,,15.986
34,127,76,239,3.34,4,13.047,14.416,,13.7315
34,127,76,239,3.38,4,14.779,14.654,,14.7165
34,127,76,239,3.4,4,15.302,15.15,,15.226
34,127,76,239,3.43,4,16.153,16.436,,16.2945
34,127,86,239,2.87,4,11.733,11.784,,11.7585
34,127,86,239,3.09,4,11.173,12.468,,11.8205
34,127,86,239,3.1,4,12.394,12.734,,12.564
34,127,86,239,3.13,4,12.615,12.56,,12.5875
34,127,86,239,3.13,4,11.675,12.571,,12.123
34,127,86,239,3.15,4,11.444,11.213,,11.3285
34,127,86,239,3.17,4,13.313,13.292,,13.3025
34,127,86,239,3.18,4,11.426,10.886,,11.156
34,127,86,239,3.21,4,12.269,12.945,,12.607
34,127,86,239,3.21,4,11.328,11.607,,11.4675
34,127,3,383,3.25,4,14.213,NA,,14.213
34,127,3,383,3.26,4,12.765,14.158,,13.4615
34,127,3,383,3.28,4,15.584,16.087,,15.8355
34,127,3,383,3.3,4,15.01,15.431,,15.2205
34,127,3,383,3.33,4,14.146,14.301,,14.2235
34,127,3,383,3.33,4,13.442,13.642,,13.542
34,127,3,383,3.37,4,14.148,13.948,,14.048
34,127,3,383,3.38,4,14.68,15.19,,14.935
34,127,3,383,3.38,4,14.091,14.655,,14.373
34,127,3,383,3.47,4,14.236,14.465,,14.3505
34,127,76,383,3.16,4,12.035,12.807,,12.421
34,127,76,383,3.16,4,11.261,12.132,,11.6965
34,127,76,383,3.17,4,11.615,12.081,,11.848
34,127,76,383,3.18,4,12.41,12.455,,12.4325
34,127,76,383,3.22,4,10.374,11.394,,10.884
34,127,76,383,3.29,4,11.655,,,11.655
34,127,76,383,3.29,4,12.693,13.003,,12.848
34,127,76,383,3.36,4,11.72,11.766,,11.743
34,127,76,383,3.42,4,11.217,11.502,,11.3595
34,127,76,383,3.42,4,10.585,11.834,,11.2095
34,127,86,383,3.21,4,10.087,10.522,,10.3045
34,127,86,383,3.21,4,8.823,8.981,,8.902
34,127,86,383,3.24,4,8.831,9.092,,8.9615
34,127,86,383,3.26,4,8.981,9.403,,9.192
34,127,86,383,3.28,4,9.584,9.899,,9.7415
34,127,86,383,3.29,4,9.274,10.237,,9.7555
34,127,86,383,3.33,4,11.031,11.41,,11.2205
34,127,86,383,3.36,4,10.716,11.286,,11.001
34,127,86,383,3.41,4,10.443,10.404,,10.4235
34,127,86,383,3.43,4,10.694,10.867,,10.7805
35,128,3,69,3.07,4,10.644,10.906,,10.775
35,128,3,69,3.08,4,11.1,11.316,,11.208
35,128,3,69,3.11,4,12.819,13.081,,12.95
35,128,3,69,3.13,4,11.599,11.318,,11.4585
35,128,3,69,3.18,4,13.076,13.049,,13.0625
35,128,3,69,3.19,4,11.96,11.514,,11.737
35,128,3,69,3.23,4,11.752,,,11.752
35,128,3,69,3.24,4,12.912,12.46,,12.686
35,128,3,69,3.26,4,11.33,11.586,,11.458
35,128,3,69,3.28,4,11.308,11.171,,11.2395
35,128,76,69,3.1,4,7.191,7.664,,7.4275
35,128,76,69,3.11,4,7.532,6.565,,7.0485
35,128,76,69,3.12,4,7.489,7.652,,7.5705
35,128,76,69,3.13,4,8.275,7.897,,8.086
35,128,76,69,3.14,4,6.779,7.068,,6.9235
35,128,76,69,3.16,4,8.037,7.403,,7.72
35,128,76,69,3.18,4,7.984,7.312,,7.648
35,128,76,69,3.28,4,8.433,8.694,,8.5635
35,128,76,69,3.33,4,7.953,7.896,,7.9245
35,128,76,69,3.89,4,8.475,8.221,,8.348
35,128,86,69,2.48,3,6.517,7.001,,6.759
35,128,86,69,2.48,3,7.072,6.948,,7.01
35,128,86,69,2.49,3,7.855,7.766,,7.8105
35,128,86,69,2.5,3,5.249,5.478,,5.3635
35,128,86,69,2.5,3,8.028,7.786,,7.907
35,128,86,69,2.56,3,7.916,7.745,,7.8305
35,128,86,69,2.6,3,7.205,7.683,,7.444
35,128,86,69,2.61,3,7.328,6.807,,7.0675
35,128,86,69,2.62,3,5.773,6.303,,6.038
35,128,3,338,3.06,4,13.197,12.941,,13.069
35,128,3,338,3.1,4,13.481,13.465,,13.473
35,128,3,338,3.21,4,13.239,13.631,,13.435
35,128,3,338,3.24,4,13.646,12.937,,13.2915
35,128,3,338,3.27,4,12.724,12.484,,12.604
35,128,3,338,3.32,4,NA,13.518,,13.518
35,128,3,338,3.32,4,13.687,14.51,,14.0985
35,128,3,338,3.34,4,13.758,13.268,,13.513
35,128,3,338,3.43,4,14.007,14.327,,14.167
35,128,3,338,3.93,4,13.855,13.551,,13.703
35,128,76,338,3.16,4,9.919,10.551,,10.235
35,128,76,338,3.18,4,10.934,10.719,,10.8265
35,128,76,338,3.23,4,10.674,10.795,,10.7345
35,128,76,338,3.25,4,11.474,10.932,,11.203
35,128,76,338,3.3,4,11.02,10.86,,10.94
35,128,76,338,3.35,4,12.195,12.216,,12.2055
35,128,76,338,3.38,4,10.668,11.092,,10.88
35,128,76,338,3.43,4,10.927,10.655,,10.791
35,128,76,338,3.48,4,10.863,10.844,,10.8535
35,128,76,338,4.15,4,9.47,9.679,,9.5745
35,128,86,338,2.41,3,11,11.307,,11.1535
35,128,86,338,2.45,3,9.58,10.164,,9.872
35,128,86,338,2.57,3,9.248,9.815,,9.5315
35,128,86,338,3.21,4,9.84,NA,,9.84
35,128,86,338,3.26,4,11.287,11.107,,11.197
35,128,86,338,3.28,4,11.81,10.496,,11.153
35,128,86,338,3.31,4,11.089,10.431,,10.76
35,128,86,338,3.36,4,11.281,10.998,,11.1395
35,128,86,338,3.39,4,11.003,10.746,,10.8745
35,128,86,338,3.4,4,11.247,11.361,,11.304
35,128,3,439,1.58,2,14.186,13.93,,14.058
35,128,3,439,2.74,4,13.176,13.313,,13.2445
35,128,3,439,3.05,4,13.72,13.632,,13.676
35,128,3,439,3.07,4,13.885,14.033,,13.959
35,128,3,439,3.12,4,14.242,14.21,,14.226
35,128,3,439,3.16,4,13.269,13.894,,13.5815
35,128,3,439,3.18,4,13.934,,,13.934
35,128,3,439,3.19,4,13.978,13.859,,13.9185
35,128,3,439,3.19,4,14.349,14.258,,14.3035
35,128,3,439,3.39,4,14.557,14.177,,14.367
35,128,76,439,3.03,4,12.238,11.822,,12.03
35,128,76,439,3.06,4,11.686,11.956,,11.821
35,128,76,439,3.09,4,12.802,12.521,,12.6615
35,128,76,439,3.13,4,12.82,12.808,,12.814
35,128,76,439,3.13,4,12.65,12.132,,12.391
35,128,76,439,3.15,4,12.068,12.343,,12.2055
35,128,76,439,3.15,4,13.569,12.398,,12.9835
35,128,76,439,3.16,4,12.968,12.572,,12.77
35,128,76,439,3.18,4,12.431,12.468,,12.4495
35,128,76,439,3.22,4,12.815,12.787,,12.801
35,128,86,439,2.24,3,12.351,12.626,,12.4885
35,128,86,439,2.3,3,11.977,11.469,,11.723
35,128,86,439,2.32,3,12.251,12.673,,12.462
35,128,86,439,2.35,3,11.887,13.09,,12.4885
35,128,86,439,2.36,3,8.952,8.891,,8.9215
35,128,86,439,2.37,3,11.668,11.758,,11.713
35,128,86,439,2.4,3,12.155,12.177,,12.166
35,128,86,439,2.41,3,12.738,12.067,,12.4025
35,128,86,439,2.43,3,12.983,13.453,,13.218
35,128,86,439,2.47,3,13.074,13.239,,13.1565
36,129,3,57,2.66,4,8.041,7.728,,7.8845
36,129,3,57,2.77,4,8.436,7.739,,8.0875
36,129,3,57,2.78,4,7.776,7.78,,7.778
36,129,3,57,2.83,4,7.699,7.522,,7.6105
36,129,3,57,2.85,4,8.639,,,8.639
36,129,3,57,2.9,4,8.835,8.932,,8.8835
36,129,3,57,2.9,4,NA,7.934,,7.934
36,129,3,57,2.91,4,8.624,8.266,,8.445
36,129,3,57,2.95,4,8.874,8.763,,8.8185
36,129,3,57,2.97,4,9.374,8.873,,9.1235
36,129,76,57,2.86,4,6.248,6.18,,6.214
36,129,76,57,2.89,4,7.211,6.675,,6.943
36,129,76,57,2.92,4,6.758,6.71,,6.734
36,129,76,57,2.92,4,6.56,6.154,,6.357
36,129,76,57,2.97,4,7.187,8.215,,7.701
36,129,76,57,3.03,4,7.238,7.061,,7.1495
36,129,76,57,3.04,4,6.216,5.655,,5.9355
36,129,76,57,3.06,4,6.356,6.228,,6.292
36,129,76,57,3.06,4,5.026,4.91,,4.968
36,129,76,57,3.17,4,6.921,6.688,,6.8045
36,129,86,57,2.26,3,7.044,6.725,,6.8845
36,129,86,57,2.69,4,6.501,6.652,,6.5765
36,129,86,57,2.77,4,6.596,6.187,,6.3915
36,129,86,57,2.92,4,6.317,5.98,,6.1485
36,129,86,57,2.93,4,5.943,5.556,,5.7495
36,129,86,57,2.98,4,5.703,5.687,,5.695
36,129,86,57,3,4,6.295,6.381,,6.338
36,129,86,57,3.04,4,NA,6.655,,6.655
36,129,86,57,3.06,4,6.071,5.803,,5.937
36,129,86,57,3.11,4,6.624,6.061,,6.3425
36,129,3,324,2.99,4,10.385,NA,,10.385
36,129,3,324,3,4,9.526,NA,,9.526
36,129,3,324,3.03,4,9.533,9.287,,9.41
36,129,3,324,3.04,4,10.96,10.761,,10.8605
36,129,3,324,3.04,4,10.06,9.651,,9.8555
36,129,3,324,3.05,4,11.445,11.201,,11.323
36,129,3,324,3.12,4,11.07,11.296,,11.183
36,129,3,324,3.12,4,10.248,9.613,,9.9305
36,129,3,324,3.12,4,9.862,10.493,,10.1775
36,129,3,324,3.18,4,11.04,10.759,,10.8995
36,129,76,324,2.73,4,8.344,8.112,,8.228
36,129,76,324,2.77,4,7.752,8.125,,7.9385
36,129,76,324,2.78,4,7.888,7.467,,7.6775
36,129,76,324,2.85,4,6.917,6.258,,6.5875
36,129,76,324,2.87,4,7.966,7.479,,7.7225
36,129,76,324,2.88,4,7.829,7.377,,7.603
36,129,76,324,2.89,4,7.916,7.308,,7.612
36,129,76,324,2.9,4,,7.641,,7.641
36,129,76,324,2.94,4,8.703,8.5,,8.6015
36,129,76,324,2.95,4,8.813,8.296,,8.5545
36,129,86,324,2.98,4,8.079,7.817,,7.948
36,129,86,324,2.98,4,6.663,6.71,,6.6865
36,129,86,324,3.02,4,7.467,7.306,,7.3865
36,129,86,324,3.13,4,8.11,7.79,,7.95
36,129,86,324,3.14,4,7.336,5.965,,6.6505
36,129,86,324,3.14,4,8.384,8.133,,8.2585
36,129,86,324,3.19,4,7.699,8.035,,7.867
36,129,86,324,3.2,4,8.274,8.055,,8.1645
36,129,86,324,3.23,4,6.822,6.678,,6.75
36,129,86,324,3.25,4,8.292,8.126,,8.209
36,129,3,391,3.1,4,10.746,10.321,,10.5335
36,129,3,391,3.15,4,11.541,11.245,,11.393
36,129,3,391,3.16,4,11.451,10.819,,11.135
36,129,3,391,3.18,4,11.656,11.298,,11.477
36,129,3,391,3.2,4,12.564,12.009,,12.2865
36,129,3,391,3.24,4,12.695,11.858,,12.2765
36,129,3,391,3.25,4,11.816,7.959,,9.8875
36,129,3,391,3.27,4,12.127,11.713,,11.92
36,129,3,391,3.31,4,11.997,11.543,,11.77
36,129,3,391,3.33,4,11.06,10.602,,10.831
36,129,76,391,2.85,4,7.027,6.732,,6.8795
36,129,76,391,2.9,4,7.056,6.808,,6.932
36,129,76,391,2.91,4,6.341,6.382,,6.3615
36,129,76,391,2.92,4,6.722,6.51,,6.616
36,129,76,391,2.92,4,7.577,7.051,,7.314
36,129,76,391,2.93,4,8.094,,,8.094
36,129,76,391,2.99,4,6.857,6.785,,6.821
36,129,76,391,3,4,7.374,7.048,,7.211
36,129,76,391,3.01,4,7.655,7.557,,7.606
36,129,76,391,3.06,4,7.824,7.548,,7.686
36,129,86,391,3.06,4,6.652,6.641,,6.6465
36,129,86,391,3.14,4,7.799,7.332,,7.5655
36,129,86,391,3.15,4,6.95,6.035,,6.4925
36,129,86,391,3.17,4,8.403,7.694,,8.0485
36,129,86,391,3.17,4,6.725,6.241,,6.483
36,129,86,391,3.19,4,8.033,7.601,,7.817
36,129,86,391,3.19,4,8.611,8.212,,8.4115
36,129,86,391,3.2,4,7.747,7.351,,7.549
36,129,86,391,3.23,4,7.832,7.513,,7.6725
36,129,86,391,3.25,4,NA,7.631,,7.631
37,130,3,350,3.27,4,9.876,9.914,,9.895
37,130,3,350,3.33,4,9.297,9.077,,9.187
37,130,3,350,3.41,4,10.745,10.532,,10.6385
37,130,3,350,3.45,4,10.313,10.035,,10.174
37,130,3,350,3.45,4,9.495,9.453,,9.474
37,130,3,350,3.47,4,9.863,9.993,,9.928
37,130,3,350,3.47,4,9.698,9.44,,9.569
37,130,3,350,3.48,4,10.286,9.308,,9.797
37,130,3,350,3.48,4,10.528,9.364,,9.946
37,130,3,350,3.54,4,9.9,9.214,,9.557
37,130,76,350,3.11,4,5.642,5.497,,5.5695
37,130,76,350,3.21,4,6.547,6.477,,6.512
37,130,76,350,3.25,4,6.791,6.63,,6.7105
37,130,76,350,3.26,4,5.63,5.613,,5.6215
37,130,76,350,3.26,4,5.868,5.539,,5.7035
37,130,76,350,3.28,4,6.001,5.953,,5.977
37,130,76,350,3.32,4,6.082,5.628,,5.855
37,130,76,350,3.33,4,6.383,5.839,,6.111
37,130,76,350,3.35,4,6.074,6.184,,6.129
37,130,76,350,3.38,4,6.384,6.401,,6.3925
37,130,86,350,3.26,4,6.3,6.161,,6.2305
37,130,86,350,3.38,4,5.689,5.773,,5.731
37,130,86,350,3.39,4,6.119,6.08,,6.0995
37,130,86,350,3.39,4,5.473,5.361,,5.417
37,130,86,350,3.48,4,5.363,5.192,,5.2775
37,130,86,350,3.5,4,6.216,6.089,,6.1525
37,130,86,350,3.51,4,6.089,5.808,,5.9485
37,130,86,350,3.56,4,6.245,6.278,,6.2615
37,130,86,350,3.64,4,5.81,5.754,,5.782
37,130,86,350,3.82,4,6.199,6.409,,6.304
