Block,Box,MenEx,DGRP,MenRep1,MenRep2,MenRep3
17,110,3,189,16.688,16.381,
17,110,3,189,15.488,15.081,
17,110,3,189,15.939,16.918,
17,110,3,189,17.463,17.378,
17,110,3,189,16.242,16.541,
17,110,3,189,15.968,,
17,110,76,189,10.991,11.187,
17,110,76,189,9.308,9.244,
17,110,76,189,12.715,12.823,
17,110,76,189,9.547,9.69,
17,110,76,189,13.122,,
17,110,76,189,11.596,12.612,
17,110,76,189,13.439,12.802,
17,110,76,189,11.082,10.942,
17,110,76,189,13.248,,
17,110,76,189,10.52,10.345,
17,110,86,189,8.566,8.16,
17,110,86,189,8.247,8.2,
17,110,86,189,8.838,8.988,
17,110,86,189,8.416,9.435,
17,110,86,189,7.762,7.575,
17,110,86,189,9.592,10.132,
17,110,86,189,7.492,8.081,
17,110,86,189,7.717,8.346,
17,110,86,189,9.217,9.192,
17,110,86,189,9.191,9.297,
32,125,3,195,9.922,9.208,
32,125,3,195,10.21,9.641,
32,125,3,195,9.854,9.241,
32,125,3,195,9.618,9.091,
32,125,3,195,11.277,10.32,
32,125,3,195,10.035,9.324,
32,125,3,195,9.438,9.246,
32,125,3,195,11.129,10.369,
32,125,3,195,9.901,9.374,
32,125,3,195,11.069,9.327,
32,125,76,195,5.748,5.285,
32,125,76,195,5.245,4.636,
32,125,76,195,6.056,5.51,
32,125,76,195,3.868,3.571,
32,125,76,195,4.84,4.694,
32,125,76,195,5.805,5.317,
32,125,76,195,5.606,5.087,
32,125,76,195,5.961,5.669,
32,125,76,195,6.056,5.702,
32,125,76,195,5.338,5.058,
32,125,86,195,3.674,3.571,
32,125,86,195,5.196,4.915,
32,125,86,195,4.241,4.553,
32,125,86,195,5.352,4.891,
32,125,86,195,6.062,5.22,
32,125,86,195,6.141,5.335,
32,125,86,195,4.614,4.308,
32,125,86,195,5.257,4.991,
32,125,86,195,5.45,4.647,
32,125,86,195,5.352,4.442,
41,2,3,208,19.781,18.138,
41,2,3,208,15.195,16.136,
45,6,3,208,18.615,17.622,
45,6,3,208,17.555,16.416,
45,6,3,208,16.143,16.161,
40,1,76,208,16.124,15.326,
40,1,76,208,14.992,14.376,
41,2,76,208,14.992,15.115,
41,2,76,208,16.383,16.801,
41,2,76,208,15.574,14.987,
45,6,76,208,14.995,15.523,
45,6,76,208,14.696,15.226,
45,6,76,208,13.707,15.392,
47,8,76,208,15.299,16.133,
47,8,76,208,12.19,14.125,
40,1,86,208,12.857,10.996,
40,1,86,208,13.934,14.197,
41,2,86,208,13.901,12.943,
41,2,86,208,12.746,12.385,
41,2,86,208,14.214,14.744,
45,6,86,208,12.807,13.17,
47,8,86,208,12.278,13.735,
47,8,86,208,14.019,14.527,
47,8,86,208,11.984,12.103,
47,8,86,208,15.654,15.945,
26,119,3,217,8.484,8.235,
26,119,3,217,6.064,6.94,
26,119,3,217,9.127,8.79,
26,119,3,217,8.546,7.572,
26,119,3,217,7.745,7.097,
26,119,3,217,7.874,7.029,
26,119,3,217,8.312,6.415,
26,119,3,217,9.779,9.36,
26,119,3,217,7.561,7.404,
26,119,3,217,8.294,8.027,
26,119,76,217,6.144,5.984,
26,119,76,217,5.46,5.175,
26,119,76,217,4.611,4.41,
26,119,76,217,5.304,4.927,
26,119,76,217,5.314,5.665,
26,119,76,217,7.297,7.036,
26,119,76,217,5.313,4.504,
26,119,76,217,3.606,3.535,
26,119,76,217,4.629,4.058,
26,119,76,217,7.078,6.857,
26,119,86,217,6.451,6.035,
26,119,86,217,7.063,6.899,
26,119,86,217,5.99,5.91,
26,119,86,217,6.45,6.414,
26,119,86,217,6.035,5.654,
26,119,86,217,6.936,6.503,
26,119,86,217,6.288,6.246,
26,119,86,217,6.862,6.378,
26,119,86,217,7.847,7.424,
26,119,86,217,6.949,6.474,
18,111,3,228,9.426,9.222,
18,111,3,228,9.298,9.201,
18,111,3,228,8.783,8.597,
18,111,3,228,8.888,9.103,
18,111,3,228,10.967,11.145,
18,111,3,228,8.384,8.824,
18,111,3,228,9.941,10.575,
18,111,3,228,8.814,8.853,
18,111,3,228,9.072,8.823,
18,111,3,228,10.178,10.52,
18,111,76,228,5.046,5.827,
18,111,76,228,6.769,6.367,
18,111,76,228,7.943,8.093,
18,111,76,228,8.85,8.027,
18,111,76,228,7.437,7.587,
18,111,76,228,6.623,6.627,
18,111,76,228,6.25,6.068,
18,111,76,228,6.817,6.72,
18,111,76,228,5.408,5.825,
18,111,76,228,6.545,6.591,
18,111,86,228,6.261,6.736,
18,111,86,228,5.404,5.913,
18,111,86,228,5.704,5.995,
18,111,86,228,6.373,6.327,
18,111,86,228,5.335,5.725,
18,111,86,228,6.448,6.59,
18,111,86,228,5.83,5.887,
18,111,86,228,5.59,5.679,
18,111,86,228,5.506,5.881,
18,111,86,228,6.158,6.369,
18,111,3,235,16.605,16.191,
18,111,3,235,16.428,16.847,
18,111,3,235,15.55,15.514,
18,111,3,235,15.768,15.389,
18,111,3,235,17.042,16.266,
18,111,3,235,16.271,16.161,
18,111,3,235,14.377,15.053,
18,111,3,235,15.723,15.522,
18,111,3,235,15.834,15.667,
18,111,3,235,14.892,14.871,
18,111,76,235,9.468,9.525,
18,111,76,235,12.468,11.674,
18,111,76,235,11.728,12.848,
18,111,76,235,9.71,9.727,
18,111,76,235,11.128,11.293,
18,111,76,235,14.115,13.772,
18,111,76,235,9.65,9.938,
18,111,76,235,11.123,11.316,
18,111,76,235,12.972,13.071,
18,111,76,235,12.824,12.2,
18,111,86,235,13.778,14.9,
18,111,86,235,11.893,11.778,
18,111,86,235,10.058,10.078,
18,111,86,235,13.196,13.352,
18,111,86,235,11.91,12.094,
18,111,86,235,12.016,11.235,
18,111,86,235,11.476,11.15,
18,111,86,235,12.811,12.21,
18,111,86,235,11.96,12.112,
18,111,86,235,13.189,13.555,
33,126,3,237,14.614,14.089,
33,126,3,237,15.092,14.395,
33,126,3,237,15.619,15.6,
33,126,3,237,13.231,13.498,
33,126,3,237,15.481,14.931,
33,126,3,237,14.407,14.618,
33,126,3,237,11.99,11.57,
33,126,3,237,15.463,15.297,
33,126,3,237,15.66,15.244,
33,126,3,237,15.848,15.644,
33,126,76,237,13.397,13.122,
33,126,76,237,13.01,13.214,
33,126,76,237,13.28,13.169,
33,126,76,237,13.159,13.209,
33,126,76,237,14.297,13.454,
33,126,76,237,12.636,13.141,
33,126,76,237,12.265,12.197,
33,126,76,237,14.133,14.048,
33,126,76,237,12.919,12.638,
33,126,86,237,10.66,10.408,
33,126,86,237,7.781,7.885,
33,126,86,237,9.887,9.842,
33,126,86,237,10.547,10.284,
33,126,86,237,10.761,10.402,
33,126,86,237,9.728,9.518,
33,126,86,237,11.002,11.734,
33,126,86,237,8.126,8.353,
33,126,86,237,9.857,9.608,
33,126,86,237,9.461,9.426,
34,127,3,239,16.713,17.006,
34,127,3,239,16.029,16.244,
34,127,3,239,16.746,17.155,
34,127,3,239,14.432,15.148,
34,127,3,239,16.735,17.089,
34,127,3,239,14.773,14.984,
34,127,3,239,17.268,17.372,
34,127,3,239,15.8,16.503,
34,127,3,239,16.452,16.681,
34,127,3,239,16.351,16.47,
34,127,76,239,15.898,16.074,
34,127,76,239,12.68,13.768,
34,127,76,239,14.779,14.654,
34,127,76,239,18.034,17.94,
34,127,76,239,15.302,15.15,
34,127,76,239,16.153,16.436,
34,127,76,239,13.047,14.416,
34,127,76,239,15.242,15.344,
34,127,76,239,16.738,17.253,
34,127,76,239,16.087,16.116,
34,127,86,239,12.615,12.56,
34,127,86,239,11.675,12.571,
34,127,86,239,12.269,12.945,
34,127,86,239,13.313,13.292,
34,127,86,239,12.394,12.734,
34,127,86,239,11.426,10.886,
34,127,86,239,11.444,11.213,
34,127,86,239,11.328,11.607,
34,127,86,239,11.733,11.784,
34,127,86,239,11.173,12.468,
18,111,3,280,9.687,10.012,
18,111,3,280,12.229,13.332,
18,111,3,280,13.208,12.631,
18,111,3,280,9.603,10.691,
18,111,3,280,12.512,13.758,
18,111,3,280,13.003,13.332,
18,111,3,280,14.73,14.506,
18,111,3,280,12.714,12.656,
18,111,3,280,11.984,12.108,
18,111,3,280,13.683,14.182,
18,111,76,280,10.393,10.813,
18,111,76,280,10.664,10.797,
18,111,76,280,10.383,10.605,
18,111,76,280,7.467,10.75,
18,111,76,280,9.963,10.535,
18,111,76,280,8.794,8.797,
18,111,76,280,11.544,11.795,
18,111,76,280,11.074,11.315,
18,111,76,280,9.437,9.138,
18,111,76,280,10.952,11.219,
18,111,86,280,9.718,9.421,
18,111,86,280,10.138,10.423,
18,111,86,280,10.439,10.836,
18,111,86,280,9.674,10.668,
18,111,86,280,9.84,10.71,
18,111,86,280,9.802,8.906,
18,111,86,280,10.646,10.577,
18,111,86,280,4.632,4.61,
18,111,86,280,11.953,11.705,
18,111,86,280,8.622,9.206,
20,113,3,287,17.626,18.352,
20,113,3,287,16.964,18.106,
20,113,3,287,18.839,19.355,
20,113,3,287,18.69,20,
20,113,3,287,23.193,23.762,
20,113,3,287,20.299,21.815,
20,113,3,287,17.878,18.881,
20,113,3,287,20.636,22.085,
20,113,3,287,15.075,16.148,
20,113,3,287,19.739,20.413,
20,113,76,287,12.832,13.595,
20,113,76,287,14.461,14.731,
20,113,76,287,14.362,15.023,
20,113,76,287,15.477,16.048,
20,113,76,287,15.02,16,
20,113,76,287,15.574,16.322,
20,113,76,287,13.463,13.77,
20,113,76,287,11.288,12.4,
20,113,76,287,13.142,13.97,
20,113,76,287,13.128,13.715,
20,113,86,287,13.567,14.223,
20,113,86,287,10.952,11.615,
20,113,86,287,14.482,15.55,
20,113,86,287,12.563,12.884,
20,113,86,287,11.66,11.888,
20,113,86,287,10.977,11.622,
20,113,86,287,11.591,12.666,
20,113,86,287,11.941,12.997,
20,113,86,287,12.204,13.166,
20,113,86,287,11.646,12.164,
41,2,3,301,16.147,15.568,
45,6,3,301,16.539,16.562,
46,7,3,301,13.592,15.639,
40,1,76,301,13.654,12.294,
40,1,76,301,13.571,11.291,
41,2,76,301,12.493,14.289,
41,2,76,301,22.674,22.501,
41,2,76,301,19.806,19.823,
41,2,76,301,14.838,15.235,
45,6,76,301,12.163,13.14,
47,8,76,301,12.89,13.119,
47,8,76,301,14.464,16.263,
47,8,76,301,14.414,14.751,
41,2,86,301,14.134,12.699,
41,2,86,301,13.901,13.379,
41,2,86,301,15.655,14.439,
45,6,86,301,11.937,12.435,
45,6,86,301,13.866,13.681,
45,6,86,301,13.911,14.104,
47,8,86,301,12.927,13.816,
47,8,86,301,14.594,13.965,
47,8,86,301,12.433,13.093,
47,8,86,301,13.93,14.919,
41,2,3,303,16.08,15.696,
45,6,3,303,15.775,14.248,
45,6,3,303,14.261,14.414,
46,7,3,303,12.926,12.387,
47,8,3,303,16.464,17.62,
40,1,76,303,11.029,10.24,
40,1,76,303,8.458,7.487,
41,2,76,303,10.56,9.869,
41,2,76,303,9.523,10.006,
41,2,76,303,10.23,10.925,
45,6,76,303,10.243,9.928,
45,6,76,303,6.225,6.856,
45,6,76,303,7.806,8.538,
45,6,76,303,7.821,8.851,
47,8,76,303,9.773,10.454,
40,1,86,303,11.887,11.111,
41,2,86,303,14.471,13.435,
41,2,86,303,11.424,10.651,
41,2,86,303,10.881,11.274,
41,2,86,303,12.398,11.365,
41,2,86,303,11.835,11.829,
45,6,86,303,11.189,10.203,
45,6,86,303,10.686,11.686,
45,6,86,303,11.654,11.085,
47,8,86,303,12.391,12.847,
41,2,3,304,11.574,11.465,
41,2,3,304,11.75,9.992,
45,6,3,304,12.472,11.397,
45,6,3,304,11.246,11.138,
46,7,3,304,11.603,11.645,
41,2,76,304,7.991,9.173,
41,2,76,304,7.832,8.399,
41,2,76,304,12.157,13.008,
41,2,76,304,7.017,7.39,
41,2,76,304,6.672,7.245,
45,6,76,304,7.314,7.98,
45,6,76,304,7.197,6.862,
47,8,76,304,8.344,8.66,
47,8,76,304,6.219,6.101,
47,8,76,304,5.923,6.106,
40,1,86,304,7.896,8.005,
41,2,86,304,8.85,7.943,
41,2,86,304,8.745,8.345,
41,2,86,304,8.36,8.381,
41,2,86,304,9.96,10.802,
45,6,86,304,10.457,11.43,
47,8,86,304,9.919,9.834,
47,8,86,304,8.128,8.178,
47,8,86,304,9.08,9.694,
47,8,86,304,8.425,8.334,
13,106,3,306,13.313,13.615,
13,106,3,306,15.371,16.128,
13,106,3,306,16.04,16.767,
13,106,3,306,16.157,15.574,
13,106,3,306,11.351,11.533,
13,106,3,306,23.517,22.552,
13,106,3,306,19.245,20.621,
13,106,3,306,22.198,22.098,
13,106,76,306,12.199,12.082,
13,106,76,306,11.388,11.316,
13,106,76,306,12.941,13.019,
13,106,76,306,11.165,11.087,
13,106,76,306,11.753,11.897,
13,106,76,306,12.163,11.988,
13,106,76,306,11.629,11.545,
13,106,76,306,11.973,11.371,
13,106,76,306,14.825,14.773,
13,106,76,306,15.526,15.545,
13,106,86,306,9.387,9.545,
13,106,86,306,9.02,9.848,
13,106,86,306,10.272,9.839,
13,106,86,306,10.17,11.171,
13,106,86,306,9.635,9.246,
13,106,86,306,10.873,10.71,
13,106,86,306,10.39,11.038,
13,106,86,306,10.739,10.979,
13,106,86,306,13.859,13.971,
13,106,86,306,15.377,15.051,
41,2,3,307,15.15,14.224,
41,2,3,307,13.093,13.445,
45,6,3,307,14.539,14.339,
45,6,3,307,19.396,18.908,
46,7,3,307,14.416,15.362,
40,1,76,307,11.647,10.803,
41,2,76,307,13.192,11.934,
41,2,76,307,12.612,12.282,
41,2,76,307,11.215,11.09,
41,2,76,307,9.82,10.684,
41,2,76,307,10.869,10.59,
45,6,76,307,12.323,11.772,
47,8,76,307,10.699,10.721,
47,8,76,307,9.513,9.649,
47,8,76,307,9.931,11.01,
40,1,86,307,12.847,12.504,
41,2,86,307,11.074,11.874,
41,2,86,307,12.565,11.692,
41,2,86,307,12.158,12.397,
45,6,86,307,12.031,12.027,
47,8,86,307,11.111,12.116,
47,8,86,307,11.179,10.545,
47,8,86,307,12.506,12.19,
47,8,86,307,8.738,8.827,
47,8,86,307,11.48,10.752,
19,112,3,309,12.991,13.017,
19,112,3,309,13.432,12.928,
19,112,3,309,13.001,12.071,
19,112,3,309,12.413,11.229,
19,112,3,309,12.119,11.803,
19,112,3,309,13.279,12.858,
19,112,3,309,12.412,12.091,
19,112,3,309,13.074,12.547,
19,112,3,309,12.865,12.535,
19,112,3,309,13.569,12.878,
19,112,76,309,7.564,7.248,
19,112,76,309,8.003,7.84,
19,112,76,309,8.355,8.37,
19,112,76,309,7.835,7.642,
19,112,76,309,8.489,8.145,
19,112,76,309,8.055,8.073,
19,112,76,309,8.012,7.261,
19,112,76,309,7.809,7.44,
19,112,76,309,7.988,8.127,
19,112,76,309,7.335,6.88,
19,112,86,309,6.23,5.495,
19,112,86,309,6.734,6.145,
19,112,86,309,5.877,5.381,
19,112,86,309,6.218,6.061,
19,112,86,309,5.446,5.155,
19,112,86,309,5.575,5.283,
19,112,86,309,6.515,6.223,
19,112,86,309,6.719,6.574,
19,112,86,309,6.326,6.24,
19,112,86,309,6.043,5.924,
30,123,3,310,15.419,15.79,
30,123,3,310,12.655,12.838,
30,123,3,310,14.519,15.171,
30,123,3,310,13.931,14.052,
30,123,3,310,14.637,14.232,
30,123,3,310,14.38,14.769,
30,123,3,310,13.819,13.678,
30,123,3,310,14.403,14.694,
30,123,3,310,13.699,13.932,
30,123,3,310,13.549,13.286,
30,123,76,310,11.553,10.82,
30,123,76,310,10.666,10.919,
30,123,76,310,10.42,10.406,
30,123,76,310,9.666,9.982,
30,123,76,310,10.093,10.318,
30,123,76,310,10.2,10.659,
30,123,76,310,7.152,7.161,
30,123,76,310,11.993,11.791,
30,123,76,310,11.243,11.253,
30,123,76,310,11.94,12.023,
30,123,86,310,9.856,9.706,
30,123,86,310,9.999,10.03,
30,123,86,310,8.914,8.483,
30,123,86,310,9.057,9.196,
30,123,86,310,9.793,9.62,
30,123,86,310,8.498,8.544,
30,123,86,310,9.669,9.661,
30,123,86,310,8.611,8.781,
30,123,86,310,9.176,8.78,
30,123,86,310,9.939,10.303,
45,6,3,313,14.067,12.73,
45,6,3,313,12.827,12.217,
45,6,3,313,15.1,15.522,
40,1,76,313,11.13,11.294,
41,2,76,313,8.402,8.39,
42,3,76,313,9.444,9.065,
42,3,76,313,7.328,8.18,
42,3,76,313,11.497,10.502,
42,3,76,313,11.29,10.946,
43,4,76,313,9.735,10.649,
44,5,76,313,9.321,9.62,
48,9,76,313,,10.497,
40,1,86,313,9.397,10.554,
40,1,86,313,10.018,9.358,
41,2,86,313,11.629,10.848,
41,2,86,313,10.616,10.076,
41,2,86,313,8.959,8.566,
41,2,86,313,9.483,9.687,
42,3,86,313,10.054,9.679,
43,4,86,313,10.273,11.019,
43,4,86,313,8.583,9.908,
46,7,86,313,10.071,10.158,
41,2,3,315,13.064,13.574,
41,2,3,315,12.709,11.208,
45,6,3,315,14.5,14.103,
45,6,3,315,12.815,13.104,
46,7,3,315,12.769,12.508,
40,1,76,315,7.925,8.132,
41,2,76,315,11.227,10.495,
41,2,76,315,13.157,12.377,
41,2,76,315,13.776,12.958,
42,3,76,315,14.151,12.443,
43,4,76,315,8.287,9.63,
43,4,76,315,10.164,10.894,
43,4,76,315,13.498,14.805,
46,7,76,315,10.835,10.888,
48,9,76,315,12.984,13.711,
40,1,86,315,9.765,9.496,
40,1,86,315,8.807,10.005,
41,2,86,315,10.144,9.871,
41,2,86,315,9.9,9.581,
41,2,86,315,8.789,8.809,
41,2,86,315,9.634,8.675,
41,2,86,315,9.571,9.696,
42,3,86,315,10.729,9.129,
42,3,86,315,9.935,9.859,
42,3,86,315,10.707,11.389,
4,4,3,317,14.357,14.248,14.303
4,4,3,317,10.364,11.863,11.114
4,4,3,317,10.687,11.326,11.007
4,4,3,317,12.666,13.119,12.893
4,4,3,317,10.797,12.788,11.793
4,4,3,317,12.277,12.64,12.459
4,4,3,317,11.442,12.43,11.936
4,4,3,317,11.539,12.307,11.923
4,4,3,317,11.787,12.844,12.316
4,4,3,317,12.004,13.323,12.664
4,4,76,317,9.462,9.706,9.584
4,4,76,317,9.629,9.744,9.687
4,4,76,317,9.891,10.33,10.111
4,4,76,317,8.454,9.044,8.749
4,4,76,317,9.367,9.686,9.527
4,4,76,317,6.742,7.2,6.971
4,4,76,317,8.252,9.137,8.695
4,4,76,317,9.626,9.553,9.59
4,4,76,317,9.292,9.63,9.461
4,4,76,317,10.625,10.826,10.726
4,4,86,317,7.088,8.325,7.707
4,4,86,317,7.147,7.017,7.082
4,4,86,317,7.577,7.536,7.557
4,4,86,317,7.058,7.248,7.153
4,4,86,317,7.177,7.466,7.322
4,4,86,317,9.18,10.537,9.859
4,4,86,317,8.406,8.686,8.546
4,4,86,317,7.207,7.668,7.438
4,4,86,317,9.769,10.147,9.958
4,4,86,317,8.653,8.675,8.664
20,113,3,318,11.394,11.795,
20,113,3,318,17.992,18.698,
20,113,3,318,15.3,16.283,
20,113,3,318,14.609,15.829,
20,113,3,318,14.742,15.46,
20,113,3,318,15.512,17.601,
20,113,3,318,10.245,10.535,
20,113,3,318,15.011,15.608,
20,113,3,318,15.229,16.554,
20,113,3,318,14.508,15.462,
20,113,76,318,10.019,10.412,
20,113,76,318,9.511,9.96,
20,113,76,318,9.941,10.621,
20,113,76,318,9.371,9.892,
20,113,76,318,10.008,11.367,
20,113,76,318,9.074,9.56,
20,113,76,318,9.992,10.555,
20,113,76,318,9.147,9.214,
20,113,76,318,10.371,10.577,
20,113,76,318,10.685,11.605,
20,113,86,318,9.121,9.144,
20,113,86,318,9.3,10.405,
20,113,86,318,9.89,10.055,
20,113,86,318,8.352,9.06,
20,113,86,318,8.87,9.465,
20,113,86,318,9.35,10.113,
20,113,86,318,9.312,9.79,
20,113,86,318,8.317,9.26,
20,113,86,318,9.525,9.879,
20,113,86,318,9.629,9.966,
4,4,3,319,16.375,18.206,17.291
4,4,3,319,18.456,19.421,18.939
4,4,3,319,19.784,19.743,19.764
4,4,3,319,,18.52,18.52
4,4,3,319,16.939,19.562,18.251
4,4,3,319,17.105,18.056,17.581
4,4,3,319,17.698,18.563,18.131
4,4,3,319,17.833,18.356,18.095
4,4,3,319,18.758,18.727,18.743
4,4,3,319,16.226,15.925,16.076
4,4,76,319,12.496,11.653,12.075
4,4,76,319,12.467,12.544,12.506
4,4,76,319,11.64,13.481,12.561
4,4,76,319,12.519,12.694,12.607
4,4,76,319,12.337,12.848,12.593
4,4,76,319,12.162,12.595,12.379
4,4,76,319,12.337,12.241,12.289
4,4,76,319,11.342,11.081,11.212
4,4,76,319,14.249,14.933,14.591
4,4,76,319,13.788,13.561,13.675
4,4,86,319,12.865,13.413,13.139
4,4,86,319,11.366,12.672,12.019
4,4,86,319,12.503,12.881,12.692
4,4,86,319,12.274,12.232,12.253
4,4,86,319,11.568,12.168,11.868
4,4,86,319,13.654,13.34,13.497
4,4,86,319,13.139,13.127,13.133
4,4,86,319,14.39,13.308,13.849
4,4,86,319,15.028,14.531,14.78
4,4,86,319,14.243,15.545,14.894
5,5,3,320,14.139,14.353,14.577
5,5,3,320,14.352,13.774,13.188
5,5,3,320,13.707,13.821,13.66
5,5,3,320,13.057,13.456,12.933
5,5,3,320,13.586,14.046,13.773
5,5,3,320,15.776,14.214,13.377
5,5,3,320,13.234,13.384,13.679
5,5,3,320,15.105,15.43,14.541
5,5,3,320,15.62,15.314,14.655
5,5,3,320,14.362,13.919,13.15
5,5,76,320,12.603,13.246,13.11
5,5,76,320,12.943,13.266,13.04
5,5,76,320,14.549,15.427,14.197
5,5,76,320,12.17,11.887,11.971
5,5,76,320,14.196,15.05,14.752
5,5,76,320,12.223,13.119,13.653
5,5,76,320,14.647,14.351,14.128
5,5,76,320,11.248,9.615,10.284
5,5,76,320,12.11,12.792,12.25
5,5,76,320,14.671,14.674,14.306
5,5,86,320,11.022,10.777,11.138
5,5,86,320,11.132,10.698,11.598
5,5,86,320,7.534,8.187,7.715
5,5,86,320,10.346,10.282,10.591
5,5,86,320,12.218,13.581,13.513
5,5,86,320,11.331,11.585,11.603
5,5,86,320,10.623,10.83,11.004
5,5,86,320,9.134,9.171,9.648
5,5,86,320,11.227,10.694,11.403
5,5,86,320,10.515,11.494,10.312
36,129,3,324,11.04,10.759,
36,129,3,324,11.07,11.296,
36,129,3,324,10.96,10.761,
36,129,3,324,11.445,11.201,
36,129,3,324,10.248,9.613,
36,129,3,324,9.526,,
36,129,3,324,10.06,9.651,
36,129,3,324,9.862,10.493,
36,129,3,324,9.533,9.287,
36,129,3,324,10.385,,
36,129,76,324,,7.641,
36,129,76,324,7.966,7.479,
36,129,76,324,6.917,6.258,
36,129,76,324,7.916,7.308,
36,129,76,324,8.344,8.112,
36,129,76,324,8.703,8.5,
36,129,76,324,7.829,7.377,
36,129,76,324,8.813,8.296,
36,129,76,324,7.752,8.125,
36,129,76,324,7.888,7.467,
36,129,86,324,8.079,7.817,
36,129,86,324,8.11,7.79,
36,129,86,324,8.292,8.126,
36,129,86,324,7.336,5.965,
36,129,86,324,6.822,6.678,
36,129,86,324,7.699,8.035,
36,129,86,324,6.663,6.71,
36,129,86,324,8.384,8.133,
36,129,86,324,7.467,7.306,
36,129,86,324,8.274,8.055,
41,2,3,335,15.515,14.469,
41,2,3,335,14.144,14.181,
45,6,3,335,16.785,15.507,
45,6,3,335,20.918,19.627,
46,7,3,335,14.494,15.339,
40,1,76,335,13.933,13.177,
40,1,76,335,15.417,14.348,
41,2,76,335,13.641,14.221,
41,2,76,335,13.735,13.699,
41,2,76,335,13.752,13.591,
41,2,76,335,14.149,13.009,
42,3,76,335,13.731,13.341,
42,3,76,335,13.152,13.734,
42,3,76,335,10.761,9.932,
40,1,86,335,17.239,12.957,
40,1,86,335,12.731,14.845,
40,1,86,335,11.785,11.746,
41,2,86,335,11.288,10.491,
41,2,86,335,11.635,11.461,
41,2,86,335,12.565,11.659,
42,3,86,335,11.849,11.834,
43,4,86,335,10.88,10.998,
43,4,86,335,10.017,12.098,
43,4,86,335,11.545,13.406,
5,5,3,336,16.801,17.121,16.847
5,5,3,336,15.052,15.261,15.025
5,5,3,336,18.145,18.439,17.699
5,5,3,336,16.165,17.106,17.493
5,5,3,336,15.635,16.516,16.231
5,5,3,336,14.552,14.236,14.147
5,5,3,336,15.585,16.16,15.171
5,5,3,336,15.721,14.152,14.761
5,5,3,336,18.242,17.063,17.892
5,5,3,336,15.948,15.741,15.536
5,5,76,336,9.906,10.504,10.081
5,5,76,336,11.524,11.405,11.452
5,5,76,336,10.014,9.737,10.183
5,5,76,336,11.537,11.326,12.204
5,5,76,336,10.869,10.652,10.518
5,5,76,336,10.512,10.35,10.262
5,5,76,336,10.144,10.273,10.215
5,5,76,336,11.03,11.514,11.382
5,5,76,336,9.558,9.942,9.555
5,5,76,336,10.868,9.872,10.564
5,5,86,336,8.944,8.952,8.943
5,5,86,336,9.092,8.984,9.14
5,5,86,336,10.79,10.053,10.43
5,5,86,336,11.365,11.319,12.248
5,5,86,336,9.048,9.939,9.738
5,5,86,336,10.908,10.599,11.263
5,5,86,336,9.954,10.7,9.971
5,5,86,336,10.717,11.345,11.337
5,5,86,336,10.229,9.609,9.968
5,5,86,336,10.786,10.39,9.497
35,128,3,338,13.758,13.268,
35,128,3,338,13.239,13.631,
35,128,3,338,,13.518,
35,128,3,338,13.687,14.51,
35,128,3,338,13.855,13.551,
35,128,3,338,13.646,12.937,
35,128,3,338,14.007,14.327,
35,128,3,338,12.724,12.484,
35,128,3,338,13.481,13.465,
35,128,3,338,13.197,12.941,
35,128,76,338,12.195,12.216,
35,128,76,338,10.927,10.655,
35,128,76,338,9.47,9.679,
35,128,76,338,11.02,10.86,
35,128,76,338,10.934,10.719,
35,128,76,338,11.474,10.932,
35,128,76,338,9.919,10.551,
35,128,76,338,10.863,10.844,
35,128,76,338,10.674,10.795,
35,128,76,338,10.668,11.092,
35,128,86,338,9.84,,
35,128,86,338,11.281,10.998,
35,128,86,338,11.003,10.746,
35,128,86,338,11.247,11.361,
35,128,86,338,11.81,10.496,
35,128,86,338,11.089,10.431,
35,128,86,338,11.287,11.107,
35,128,86,338,9.58,10.164,
35,128,86,338,9.248,9.815,
35,128,86,338,11,11.307,
37,130,3,350,9.863,9.993,
37,130,3,350,10.286,9.308,
37,130,3,350,10.745,10.532,
37,130,3,350,9.698,9.44,
37,130,3,350,9.9,9.214,
37,130,3,350,9.297,9.077,
37,130,3,350,10.313,10.035,
37,130,3,350,10.528,9.364,
37,130,3,350,9.876,9.914,
37,130,3,350,9.495,9.453,
37,130,76,350,5.642,5.497,
37,130,76,350,6.082,5.628,
37,130,76,350,6.791,6.63,
37,130,76,350,6.384,6.401,
37,130,76,350,6.074,6.184,
37,130,76,350,6.383,5.839,
37,130,76,350,6.547,6.477,
37,130,76,350,5.63,5.613,
37,130,76,350,5.868,5.539,
37,130,76,350,6.001,5.953,
37,130,86,350,5.689,5.773,
37,130,86,350,6.119,6.08,
37,130,86,350,5.473,5.361,
37,130,86,350,6.245,6.278,
37,130,86,350,5.363,5.192,
37,130,86,350,5.81,5.754,
37,130,86,350,6.199,6.409,
37,130,86,350,6.089,5.808,
37,130,86,350,6.216,6.089,
37,130,86,350,6.3,6.161,
45,6,3,357,16.046,15.029,
45,6,3,357,15.496,14.402,
45,6,3,357,15.916,16.763,
46,7,3,357,13.71,13.969,
40,1,76,357,8.643,8.494,
40,1,76,357,9.442,7.567,
41,2,76,357,9.048,8.03,
41,2,76,357,8.3,7.721,
41,2,76,357,8.216,5.559,
42,3,76,357,7.778,7.093,
44,5,76,357,6.537,5.703,
44,5,76,357,7.583,6.522,
46,7,76,357,6.783,7.038,
48,9,76,357,8.062,8.443,
40,1,86,357,6.952,7.352,
