Block,Box,MenEx,DGRP,MenRep1,MenRep2,MenRep3
6,6,76,440,9.109,7.942,
6,6,76,440,9.377,8.177,
6,6,76,440,9.143,8.988,
6,6,76,440,8.891,8.35,
6,6,86,440,7.99,8.604,
6,6,86,440,8.376,7.93,
6,6,86,440,10.897,9.909,
6,6,86,440,7.856,7.381,
6,6,86,440,11.408,10.59,
6,6,86,440,10.083,8.965,
6,6,86,440,9.002,8.376,
6,6,86,440,10.118,9.769,
6,6,86,440,9.895,9.431,
6,6,86,440,7.666,7.481,
11,104,3,441,12.819,12.511,
11,104,3,441,13.978,13.831,
11,104,3,441,14.019,14.048,
11,104,3,441,14.811,14.81,
11,104,3,441,14.424,14.435,
11,104,3,441,14.384,14.359,
11,104,3,441,14.854,14.732,
11,104,3,441,13.026,13.301,
11,104,3,441,16.481,16.444,
11,104,3,441,15.403,16.084,
11,104,76,441,8.994,8.863,
11,104,76,441,9.173,9.125,
11,104,76,441,9.016,8.873,
11,104,76,441,9.275,9.18,
11,104,76,441,10.11,9.952,
11,104,76,441,9.308,9.179,
11,104,76,441,9.381,9.027,
11,104,76,441,9.069,9.062,
11,104,76,441,9.859,9.481,
11,104,76,441,8.092,7.961,
11,104,86,441,8.276,8.52,
11,104,86,441,7.776,7.855,
11,104,86,441,8.617,8.923,
11,104,86,441,9.071,9.682,
11,104,86,441,9.218,9.485,
11,104,86,441,10.102,10.216,
11,104,86,441,8.726,7.812,
11,104,86,441,9.21,9.016,
11,104,86,441,8.416,8.575,
11,104,86,441,8.915,9.038,
7,7,3,443,15.967,16.875,
7,7,3,443,16.324,16.761,
7,7,3,443,15.884,16.962,
7,7,3,443,16.492,17.477,
7,7,3,443,16.187,16.686,
7,7,3,443,17.114,17.958,
7,7,76,443,14.259,14.057,
7,7,76,443,14.645,15.793,
7,7,76,443,14.273,14.443,
7,7,76,443,14.105,15.159,
7,7,76,443,13.549,14.241,
7,7,76,443,13.064,13.622,
7,7,76,443,13.21,14.514,
7,7,76,443,14.58,14.374,
7,7,76,443,15.661,15.524,
7,7,76,443,14.055,13.833,
7,7,86,443,12.676,12.398,
7,7,86,443,11.687,12.236,
7,7,86,443,13.346,13.3,
7,7,86,443,11.411,11.445,
7,7,86,443,12.755,12.414,
7,7,86,443,11.326,11.414,
7,7,86,443,12.361,13.001,
7,7,86,443,12.785,12.397,
7,7,86,443,13.919,13.732,
7,7,86,443,10.681,11.93,
42,3,3,486,18.413,16.792,
42,3,3,486,14.855,14.481,
43,4,3,486,16.571,19.172,
43,4,3,486,19.849,20.48,
43,4,3,486,14.832,15.246,
43,4,3,486,15.808,16.124,
43,4,76,486,13.518,14.237,
43,4,76,486,15.97,17.788,
44,5,76,486,13.956,14.519,
44,5,76,486,16.614,17.455,
44,5,76,486,14.943,15.694,
45,6,76,486,14.576,14.032,
45,6,76,486,15.965,16.249,
46,7,76,486,13.568,13.276,
46,7,76,486,15.026,14.313,
47,8,76,486,13.069,14.474,
43,4,86,486,11.998,12.997,
43,4,86,486,12.138,13.54,
44,5,86,486,13.276,12.61,
44,5,86,486,13.787,13.605,
44,5,86,486,10.953,11.094,
45,6,86,486,11.431,12.217,
45,6,86,486,13.177,13.537,
45,6,86,486,12.17,10.907,
47,8,86,486,13.485,14.485,
47,8,86,486,11.339,12.81,
37,130,3,491,8.776,8.666,
37,130,3,491,9.232,9.09,
37,130,3,491,8.519,8.615,
37,130,3,491,,9.043,
37,130,3,491,8.501,8.326,
37,130,3,491,8.855,9.089,
37,130,3,491,8.132,7.988,
37,130,3,491,7.958,7.701,
37,130,3,491,8.952,8.645,
37,130,3,491,9.205,9.216,
37,130,76,491,4.979,4.775,
37,130,76,491,5.724,5.689,
37,130,76,491,6.409,6.328,
37,130,76,491,5.325,4.798,
37,130,76,491,5.662,5.569,
37,130,76,491,5.38,5.113,
37,130,76,491,5.795,5.553,
37,130,76,491,5.033,4.975,
37,130,76,491,6.208,5.906,
37,130,76,491,5.715,5.619,
37,130,86,491,5.715,5.637,
37,130,86,491,5.552,5.423,
37,130,86,491,5.506,5.39,
37,130,86,491,5.642,5.408,
37,130,86,491,5.475,5.808,
37,130,86,491,5.57,5.126,
37,130,86,491,5.664,5.323,
37,130,86,491,5.592,5.497,
37,130,86,491,5.552,5.458,
37,130,86,491,5.332,5.256,
26,119,3,502,13.191,13.001,
26,119,3,502,13.539,12.593,
26,119,3,502,13.678,14.589,
26,119,3,502,14.926,14.221,
26,119,3,502,17.302,16.244,
26,119,3,502,15.138,14.455,
26,119,3,502,14.316,14.064,
26,119,3,502,15.459,14.773,
26,119,3,502,16.429,14.612,
26,119,3,502,14.628,14.795,
26,119,76,502,11.223,10.744,
26,119,76,502,10.322,9.826,
26,119,76,502,9.997,9.78,
26,119,76,502,8.678,9.47,
26,119,76,502,9.686,9.282,
26,119,76,502,10.821,10.481,
26,119,76,502,10.791,10.404,
26,119,76,502,9.933,9.599,
26,119,76,502,10.131,10.429,
26,119,76,502,9.076,8.699,
26,119,86,502,8.942,7.461,
26,119,86,502,8.262,7.698,
26,119,86,502,6.125,5.845,
26,119,86,502,7.257,7.394,
26,119,86,502,7.565,8.052,
26,119,86,502,9.083,8.965,
26,119,86,502,7.421,6.914,
26,119,86,502,5.714,5.297,
26,119,86,502,6.739,6.728,
26,119,86,502,8.39,7.662,
40,1,3,517,15.832,14.432,
44,5,3,517,14.452,14.481,
44,5,3,517,13.932,14.352,
44,5,3,517,14.617,15.808,
45,6,76,517,9.042,8.885,
45,6,76,517,8.882,9.464,
45,6,76,517,9.334,9.723,
45,6,76,517,7.974,8.645,
45,6,76,517,12.869,13.397,
45,6,76,517,10.601,10.435,
48,9,76,517,10.517,11.339,
48,9,76,517,9.719,10.551,
48,9,76,517,8.201,8.674,
48,9,76,517,9.144,10.288,
45,6,86,517,8.519,8.982,
45,6,86,517,8.714,8.829,
47,8,86,517,7.925,8.081,
48,9,86,517,7.435,7.506,
48,9,86,517,8.898,9.05,
48,9,86,517,7.825,8.453,
48,9,86,517,9.52,9.294,
49,10,86,517,8.691,7.486,
49,10,86,517,9.057,8.521,
49,10,86,517,8.402,8.341,
40,133,3,528,22.382,21.6,
40,133,3,528,18.486,19.605,
40,133,3,528,17.425,17.125,
40,133,3,528,16.857,16.646,
40,133,3,528,17.183,17.046,
40,133,3,528,18.643,19.178,
40,133,3,528,17.329,19.324,
40,133,3,528,18.521,18.92,
40,133,3,528,19.23,18.336,
40,133,3,528,19.814,19.091,
40,133,3,528,20.486,18.731,
40,133,76,528,15.828,17.139,
40,133,76,528,16.679,16.452,
40,133,76,528,16.597,17.795,
40,133,76,528,14.916,15.409,
40,133,76,528,14.51,15.811,
40,133,76,528,15.509,16.971,
40,133,76,528,15.175,16.461,
40,133,76,528,15.405,16.095,
40,133,76,528,15.888,17.113,
40,133,76,528,15.888,16.264,
40,133,76,528,16.429,15.147,
40,133,86,528,16.366,17.156,
40,133,86,528,18.995,17.616,
40,133,86,528,17.511,16.847,
40,133,86,528,17.072,16.849,
40,133,86,528,18.637,17.73,
40,133,86,528,17.519,17.141,
40,133,86,528,18.307,18.62,
40,133,86,528,16.152,16.666,
40,133,86,528,16.472,17.269,
40,133,86,528,16.956,15.708,
40,133,86,528,18.034,17.309,
26,119,3,530,11.65,11.541,
26,119,3,530,14.016,13.041,
26,119,3,530,11.678,10.565,
26,119,3,530,12.411,13.161,
26,119,3,530,12.444,11.741,
26,119,3,530,12.732,12.087,
26,119,3,530,11.846,11.241,
26,119,3,530,12.416,12.033,
26,119,3,530,12.347,11.959,
26,119,3,530,12.894,12.61,
26,119,76,530,9.658,8.773,
26,119,76,530,9.98,9.468,
26,119,76,530,9.568,8.968,
26,119,76,530,10.093,9.626,
26,119,76,530,8.437,7.587,
26,119,76,530,8.763,10.301,
26,119,76,530,8.84,8.984,
26,119,76,530,9.029,8.04,
26,119,76,530,9.294,8.572,
26,119,76,530,9.048,8.528,
26,119,86,530,6.013,6.266,
26,119,86,530,,5.603,
26,119,86,530,2.147,5.596,
26,119,86,530,5.828,5.238,
26,119,86,530,6.355,5.908,
26,119,86,530,6.881,6.71,
26,119,86,530,6.196,6.221,
26,119,86,530,8.053,7.926,
26,119,86,530,5.905,5.609,
26,119,86,530,7.678,7.308,
39,132,3,531,7.865,7.461,
39,132,3,531,12.368,12.383,
39,132,3,531,9.889,9.618,
39,132,3,531,11.109,10.272,
39,132,3,531,10.848,10.623,
39,132,3,531,11.595,10.807,
39,132,3,531,10.806,10.355,
39,132,3,531,11.084,10.971,
39,132,3,531,12.359,12.579,
39,132,3,531,12.214,11.155,
39,132,76,531,6.068,6.59,
39,132,76,531,8.623,8.327,
39,132,76,531,6.881,6.734,
39,132,76,531,8.671,8.694,
39,132,76,531,7.766,8.06,
39,132,76,531,8.733,9.059,
39,132,76,531,9.16,,
39,132,76,531,9.876,9.626,
39,132,76,531,7.723,7.964,
39,132,76,531,8.694,8.856,
39,132,86,531,6.773,6.597,
39,132,86,531,7.26,7.498,
39,132,86,531,7.619,8.417,
39,132,86,531,6.539,6.571,
39,132,86,531,7.012,6.853,
39,132,86,531,7.327,7.339,
39,132,86,531,7.591,7.817,
39,132,86,531,7.433,7.073,
39,132,86,531,7.436,7.468,
39,132,86,531,7.33,7.421,
7,7,3,535,15.257,15.243,
7,7,3,535,15.939,16.332,
7,7,3,535,15.773,15.455,
7,7,3,535,14.178,14.571,
7,7,3,535,15.392,15.038,
7,7,3,535,14.585,14.398,
7,7,3,535,13.939,13.463,
7,7,3,535,14.837,14.477,
7,7,3,535,13.629,14.753,
7,7,3,535,14.037,13.934,
7,7,76,535,8.203,8.971,
7,7,76,535,9.766,9.728,
7,7,76,535,9.752,10.686,
7,7,76,535,9.539,9.739,
7,7,76,535,9.855,9.278,
7,7,76,535,6.764,6.513,
7,7,76,535,9.706,10.216,
7,7,76,535,9.906,9.864,
7,7,76,535,9.05,8.536,
7,7,76,535,8.819,9.079,
7,7,86,535,7.543,6.974,
7,7,86,535,6.753,6.921,
7,7,86,535,8.65,8.681,
7,7,86,535,6.965,7.774,
7,7,86,535,8.952,8.087,
7,7,86,535,7.787,8.229,
7,7,86,535,8.584,8.423,
7,7,86,535,8.24,8.239,
7,7,86,535,8.521,8.9,
7,7,86,535,7.952,9.066,
22,115,3,551,15.61,15.384,
22,115,3,551,14.42,14.258,
22,115,3,551,12.869,12.771,
22,115,3,551,16.171,15.739,
22,115,3,551,12.616,12.149,
22,115,3,551,14.372,14.937,
22,115,3,551,16.779,16.269,
22,115,3,551,13.527,13.186,
22,115,3,551,13.357,13.39,
22,115,3,551,13.406,13.313,
22,115,76,551,8.138,7.774,
22,115,76,551,8.947,8.431,
22,115,76,551,11.664,11.842,
22,115,76,551,9.134,9.027,
22,115,76,551,6.604,6.023,
22,115,76,551,7.403,7.573,
22,115,76,551,8.662,8.087,
22,115,76,551,6.762,6.335,
22,115,76,551,9.079,8.966,
22,115,76,551,7.272,7.222,
22,115,86,551,11.421,10.884,
22,115,86,551,11.308,12.058,
22,115,86,551,14.412,14.071,
22,115,86,551,11.246,10.616,
22,115,86,551,11.236,12.064,
22,115,86,551,12.251,12.768,
22,115,86,551,12.049,12.266,
22,115,86,551,12.382,12.217,
22,115,86,551,11.279,10.946,
22,115,86,551,11.09,11.165,
39,132,3,555,11.281,10.803,
39,132,3,555,10.431,10.184,
39,132,3,555,10.315,9.787,
39,132,3,555,11.837,11.263,
39,132,3,555,11.965,12.237,
39,132,3,555,8.521,8.529,
39,132,3,555,9.476,9.796,
39,132,3,555,10.935,10.711,
39,132,3,555,7.353,7.38,
39,132,3,555,8.764,8.416,
39,132,76,555,9.264,9.396,
39,132,76,555,9.99,10.05,
39,132,76,555,9.658,10.158,
39,132,76,555,10.281,10.37,
39,132,76,555,7.599,6.945,
39,132,76,555,8.166,8.993,
39,132,76,555,10.528,10.637,
39,132,76,555,10.865,10.653,
39,132,76,555,12.009,11.99,
39,132,76,555,8.818,8.299,
39,132,86,555,8.86,8.262,
39,132,86,555,8.865,8.461,
39,132,86,555,10.849,10.556,
39,132,86,555,9.133,9.242,
39,132,86,555,11.243,11.143,
39,132,86,555,9.029,8.855,
39,132,86,555,9.449,9.466,
39,132,86,555,11.316,10.42,
39,132,86,555,9.611,9.95,
39,132,86,555,10.65,10.56,
22,115,3,559,16.991,17.571,
22,115,3,559,13.491,13.562,
22,115,3,559,17.287,16.947,
22,115,3,559,13.493,13.711,
22,115,3,559,17.328,17.259,
22,115,3,559,18.273,17.201,
22,115,3,559,15.274,15.352,
22,115,3,559,16.817,16.981,
22,115,3,559,16.396,16.494,
22,115,3,559,16.768,17.08,
22,115,76,559,11.629,11.49,
22,115,76,559,10.058,10.334,
22,115,76,559,8.662,8.713,
22,115,76,559,11.478,11.304,
22,115,76,559,14.058,14.19,
22,115,76,559,12.137,12.383,
22,115,76,559,14.117,13.517,
22,115,76,559,8.106,7.794,
22,115,76,559,12.575,12.696,
22,115,76,559,9.659,9.91,
22,115,86,559,7.834,7.3,
22,115,86,559,8.271,8.269,
22,115,86,559,8.955,8.656,
22,115,86,559,9.694,9.212,
22,115,86,559,8.642,8.627,
22,115,86,559,10.616,10.586,
22,115,86,559,10.591,10.958,
22,115,86,559,6.871,6.635,
22,115,86,559,7.195,6.977,
22,115,86,559,10.88,10.59,
21,114,3,563,9.942,10.288,
21,114,3,563,9.016,5.946,
21,114,3,563,9.358,9.271,
21,114,3,563,9.469,9.462,
21,114,3,563,8.628,8.261,
21,114,3,563,7.759,7.937,
21,114,3,563,7.998,8.565,
21,114,3,563,6.552,6.655,
21,114,3,563,11.391,10.827,
21,114,3,563,8.741,8.506,
21,114,76,563,7.448,8.235,
21,114,76,563,8.054,7.568,
21,114,76,563,7.025,6.888,
21,114,76,563,7.642,7.78,
21,114,76,563,6.743,6.242,
21,114,76,563,7.71,8.323,
21,114,76,563,8.132,8.548,
21,114,76,563,6.042,6.171,
21,114,76,563,6.348,6.39,
21,114,76,563,8.983,8.106,
21,114,86,563,4.461,4.41,
21,114,86,563,6.018,6.117,
21,114,86,563,7.074,6.429,
21,114,86,563,5.681,5.99,
21,114,86,563,5.706,5.547,
21,114,86,563,4.849,4.526,
21,114,86,563,5.726,5.972,
21,114,86,563,5.371,5.256,
21,114,86,563,5.581,5.973,
21,114,86,563,5.205,4.9,
21,114,3,584,17.37,16.674,
21,114,3,584,15.482,15.084,
21,114,3,584,15.683,15.5,
21,114,3,584,16.856,17.071,
21,114,3,584,18.033,16.29,
21,114,3,584,14.918,15.555,
21,114,3,584,14.193,14.708,
21,114,3,584,16.173,16.45,
21,114,3,584,14.913,9.731,
21,114,3,584,17.367,16.249,
21,114,76,584,13.103,13.317,
21,114,76,584,13.93,13.504,
21,114,76,584,12.513,11.849,
21,114,76,584,13.706,13.582,
21,114,76,584,11.468,11.685,
21,114,76,584,14.918,14.339,
21,114,76,584,13.223,12.539,
21,114,76,584,13.071,12.851,
21,114,76,584,13.035,13.601,
21,114,76,584,14.09,13.593,
21,114,86,584,10.71,10.317,
21,114,86,584,10.051,10.531,
21,114,86,584,8.835,9.415,
21,114,86,584,11.084,10.571,
21,114,86,584,12.117,10.968,
21,114,86,584,9.535,10.183,
21,114,86,584,8.999,8.734,
21,114,86,584,9.24,9.843,
21,114,86,584,10.805,10.88,
21,114,86,584,10.36,9.914,
15,108,3,630,12.858,12.565,
15,108,3,630,8.398,8.443,
15,108,3,630,11.042,11.363,
15,108,3,630,9.31,9.416,
15,108,3,630,10.848,11.257,
15,108,3,630,9.805,10.953,
15,108,3,630,10.39,9.809,
15,108,3,630,7.666,7.416,
15,108,3,630,9.737,9.813,
15,108,3,630,11.651,11.326,
15,108,76,630,7.388,6.913,
15,108,76,630,7.892,8.124,
15,108,76,630,5.972,5.758,
15,108,76,630,7.718,7.613,
15,108,76,630,8.344,8.355,
15,108,76,630,5.912,6.219,
15,108,76,630,7.839,7.299,
15,108,76,630,9.117,8.79,
15,108,76,630,7.715,7.535,
15,108,76,630,7.526,7.332,
15,108,86,630,5.09,4.743,
15,108,86,630,7.163,6.721,
15,108,86,630,6.881,6.87,
15,108,86,630,4.415,4.614,
15,108,86,630,5.699,5.234,
15,108,86,630,5.731,6.126,
15,108,86,630,6.626,6.563,
15,108,86,630,5.345,6.681,
15,108,86,630,7.185,6.816,
15,108,86,630,5.261,4.9,
40,1,3,639,16.313,16.31,
44,5,3,639,14.211,13.031,
49,10,3,639,16.106,15.881,
49,10,3,639,16.771,15.17,
45,6,76,639,15.95,14.237,
45,6,76,639,11.354,10.957,
45,6,76,639,12.28,13.882,
45,6,76,639,13.598,14.358,
48,9,76,639,13.976,13.982,
48,9,76,639,12.777,13.68,
48,9,76,639,11.944,12.381,
48,9,76,639,13.103,14.024,
48,9,76,639,13.759,13.107,
48,9,76,639,13.389,13.244,
45,6,86,639,13.707,14.673,
45,6,86,639,15.598,15.326,
45,6,86,639,16.1,16.377,
45,6,86,639,15.782,15.181,
48,9,86,639,12.546,14.719,
48,9,86,639,13.728,16.24,
48,9,86,639,13.356,13.464,
48,9,86,639,15.822,16.263,
48,9,86,639,14.377,15.211,
49,10,86,639,15.51,13.437,
9,102,3,703,,12.478,
9,102,3,703,12.568,13.419,
9,102,3,703,12.617,12.425,
9,102,3,703,11.524,12.299,
9,102,3,703,11.668,,
9,102,3,703,13.197,13.307,
9,102,3,703,10.498,11.661,
9,102,3,703,11.438,11.022,
9,102,3,703,11.959,12.514,
9,102,76,703,8.8,10.1,
9,102,76,703,8.102,8.132,
9,102,76,703,8.7,8.676,
9,102,76,703,8.46,8.691,
9,102,76,703,7.848,7.995,
9,102,76,703,8.667,9.287,
9,102,76,703,9.488,9.003,
9,102,76,703,9.315,8.728,
9,102,76,703,8.693,8.826,
9,102,76,703,8.681,9.812,
9,102,86,703,8.861,8.416,
9,102,86,703,8.585,8.15,
9,102,86,703,8.42,8.423,
9,102,86,703,8.055,8.223,
9,102,86,703,6.525,7.197,
9,102,86,703,8.472,8.393,
9,102,86,703,7.403,7.393,
9,102,86,703,7.593,8.319,
9,102,86,703,8.341,7.796,
9,102,86,703,6.843,6.852,
40,1,3,705,17.404,15.31,
42,3,3,705,16.909,16.532,
42,3,3,705,16.624,16.249,
49,10,3,705,14.87,13.435,
49,10,3,705,18.226,16.905,
49,10,3,705,15.485,16.752,
45,6,76,705,18.715,19.05,
45,6,76,705,18.939,19.206,
45,6,76,705,13.235,13.003,
45,6,76,705,14.632,14.845,
47,8,76,705,15.701,14.68,
48,9,76,705,18.442,19.959,
48,9,76,705,15.295,16.549,
48,9,76,705,13.62,14.552,
48,9,76,705,14.643,14.661,
49,10,76,705,17.906,17.761,
47,8,86,705,15.994,14.975,
48,9,86,705,14.094,14.827,
48,9,86,705,14.191,13.83,
48,9,86,705,13.579,14.253,
48,9,86,705,14.635,14.68,
49,10,86,705,14.4,14.883,
49,10,86,705,14.457,14.504,
49,10,86,705,16.23,13.892,
49,10,86,705,14.552,14.374,
49,10,86,705,14.731,15.977,
40,1,3,707,16.38,15.384,
44,5,3,707,18.114,16.205,
49,10,3,707,19.789,18.12,
45,6,76,707,14.944,15.412,
45,6,76,707,15.145,15.526,
47,8,76,707,11.926,13.148,
47,8,76,707,12.319,12.122,
48,9,76,707,15.192,16.784,
48,9,76,707,13.337,15.729,
48,9,76,707,18.237,17.171,
48,9,76,707,14.588,15.104,
49,10,76,707,15.321,13.075,
49,10,76,707,14.633,14.431,
45,6,86,707,13.457,13.623,
45,6,86,707,13.108,12.769,
45,6,86,707,14.655,15.555,
48,9,86,707,13.123,14.749,
49,10,86,707,16.548,16.614,
49,10,86,707,15.888,14.85,
49,10,86,707,15.478,14.452,
49,10,86,707,15.429,14.847,
49,10,86,707,13.176,12.108,
49,10,86,707,12.785,12.422,
42,3,3,712,21.266,19.04,
49,10,3,712,20.827,20.534,
49,10,3,712,19.683,18.771,
49,10,3,712,20.452,19.727,
49,10,3,712,17.467,17.05,
49,10,3,712,17.516,17.517,
40,1,76,712,15.587,15.268,
40,1,76,712,14.12,13.833,
40,1,76,712,14.63,15.472,
42,3,76,712,13.065,12.319,
42,3,76,712,13.748,13.512,
44,5,76,712,15.747,16.022,
44,5,76,712,14.928,13.82,
44,5,76,712,14.05,14.38,
40,1,86,712,12.437,10.619,
42,3,86,712,14.41,14.051,
42,3,86,712,14.481,13.769,
44,5,86,712,13.083,14.239,
44,5,86,712,16.251,16.211,
47,8,86,712,9.723,10.536,
40,1,3,714,12.847,12.984,
40,1,3,714,14.697,14.27,
49,10,3,714,13.158,14.874,
49,10,3,714,16.797,14.986,
49,10,3,714,13.448,14.694,
40,1,76,714,12.381,11.01,
42,3,76,714,11.761,10.37,
42,3,76,714,12.361,11.396,
42,3,76,714,11.896,10.719,
44,5,76,714,10.5,10.47,
44,5,76,714,11.513,10.831,
44,5,76,714,9.68,10.339,
44,5,76,714,9.845,9.573,
47,8,76,714,9.531,9.842,
47,8,76,714,10.538,10.889,
40,1,86,714,14.403,14.305,
42,3,86,714,12.638,12.462,
42,3,86,714,15.251,13.837,
42,3,86,714,12.977,12.768,
42,3,86,714,13.235,13.25,
42,3,86,714,13.284,12.233,
44,5,86,714,,12.074,
44,5,86,714,12.338,12.118,
44,5,86,714,12.442,12.932,
44,5,86,714,10.756,10.407,
28,121,3,716,14.865,14.637,
28,121,3,716,15.693,15.636,
28,121,3,716,16.397,16.362,
28,121,3,716,15.795,15.747,
28,121,3,716,,16.144,
28,121,3,716,13.603,13.213,
28,121,3,716,15.147,15.224,
28,121,3,716,17.206,17.013,
28,121,76,716,9.891,10.039,
28,121,76,716,12.194,12.056,
28,121,76,716,11.146,10.826,
28,121,76,716,8.525,7.962,
28,121,76,716,12.298,11.253,
28,121,76,716,13.18,13.154,
28,121,76,716,14.368,14.48,
28,121,76,716,12.716,12.724,
28,121,76,716,12.513,12.119,
28,121,76,716,14.299,13.979,
28,121,86,716,11.081,10.974,
28,121,86,716,11.162,11.01,
28,121,86,716,10.242,10.126,
28,121,86,716,10.55,10.739,
28,121,86,716,9.723,9.567,
28,121,86,716,11.046,11.004,
28,121,86,716,9.868,10.171,
28,121,86,716,10.663,10.138,
28,121,86,716,10.718,10.425,
28,121,86,716,10.216,9.989,
21,114,3,721,10.426,,
21,114,3,721,12.113,11.709,
21,114,3,721,,10.303,
21,114,3,721,14.203,13.091,
21,114,3,721,13.417,12.92,
21,114,3,721,13.671,12.764,
21,114,3,721,14.826,15.242,
21,114,3,721,12.654,12.768,
21,114,3,721,11.16,11.743,
21,114,3,721,10.527,10.368,
21,114,76,721,12.332,11.571,
21,114,76,721,8.377,8.744,
21,114,76,721,7.907,8.057,
21,114,76,721,8.797,8.845,
21,114,76,721,5.985,5.74,
21,114,76,721,7.11,7.264,
21,114,76,721,10.505,9.87,
21,114,76,721,9.132,9.936,
21,114,76,721,11.165,12.129,
21,114,76,721,13.102,11.7,
21,114,86,721,5.838,6.644,
21,114,86,721,6.023,5.645,
21,114,86,721,3.872,3.61,
21,114,86,721,4.229,4.262,
21,114,86,721,5.347,6.063,
21,114,86,721,7.846,6.235,
21,114,86,721,,7.648,
21,114,86,721,6.363,6.073,
21,114,86,721,4.795,4.554,
21,114,86,721,7.435,7.572,
42,3,3,730,21.026,19.406,
49,10,3,730,16.485,16.031,
49,10,3,730,17.382,16.152,
42,3,86,730,19.168,18.426,
44,5,86,730,16.303,16.974,
42,3,3,732,11.865,10.338,
42,3,3,732,16.327,14.429,
42,3,3,732,15.131,14.402,
42,3,3,732,15.572,15.305,
40,1,76,732,,9.082,
40,1,76,732,9.542,10.449,
42,3,76,732,7.227,7.058,
42,3,76,732,8.846,7.9,
42,3,76,732,9.457,8.415,
42,3,76,732,12.646,11.315,
42,3,76,732,11.573,11.216,
44,5,76,732,7.211,7.521,
44,5,76,732,6.746,6.715,
44,5,76,732,11.045,10.885,
44,5,86,732,9.714,9.833,
47,8,86,732,9.748,11.053,
47,8,86,732,10.187,,
47,8,86,732,10.397,10.841,
28,121,3,737,16.573,16.428,
28,121,3,737,17.525,17.497,
28,121,3,737,17.963,17.732,
28,121,3,737,17.091,17.002,
28,121,3,737,17.031,17.05,
28,121,3,737,16.805,,
28,121,3,737,15.18,15.263,
28,121,3,737,14.291,14.061,
28,121,3,737,16.896,16.489,
28,121,3,737,16.676,16.875,
28,121,76,737,12.589,12.353,
28,121,76,737,12.832,12.623,
28,121,76,737,13.713,13.715,
28,121,76,737,12.542,12.856,
28,121,76,737,11.797,11.788,
28,121,76,737,13.193,13.218,
28,121,76,737,13.448,13.379,
28,121,76,737,12.366,12.255,
28,121,76,737,12.224,12.102,
28,121,76,737,12.694,12.779,
28,121,86,737,12.828,12.355,
28,121,86,737,12.3,12.268,
28,121,86,737,11.861,11.925,
28,121,86,737,12.776,12.446,
28,121,86,737,10.497,10.438,
28,121,86,737,11.414,11.057,
28,121,86,737,10.207,9.989,
28,121,86,737,12.12,11.927,
28,121,86,737,12.17,11.71,
28,121,86,737,11.99,11.908,
13,106,3,738,15.838,16.28,
13,106,3,738,15.387,15.248,
13,106,3,738,15.189,15.225,
13,106,3,738,15.681,14.5,
13,106,3,738,15.821,15.893,
13,106,3,738,13.555,13.638,
13,106,3,738,15.537,15.724,
13,106,3,738,14.035,14.181,
13,106,3,738,16.461,16.599,
13,106,3,738,16.806,16.21,
13,106,76,738,12.232,12.339,
13,106,76,738,12.869,12.547,
13,106,76,738,11.504,12.532,
13,106,76,738,12.51,12.669,
13,106,76,738,11.009,10.648,
13,106,76,738,10.966,10.628,
13,106,76,738,10.695,11.335,
13,106,76,738,11.487,11.1,
13,106,76,738,14.552,13.534,
13,106,76,738,11.818,11.754,
13,106,86,738,9.732,9.416,
13,106,86,738,12.33,12.069,
13,106,86,738,10.584,10.398,
13,106,86,738,11.286,11.326,
13,106,86,738,10.422,10.305,
13,106,86,738,9.89,10.938,
13,106,86,738,9.568,8.823,
13,106,86,738,10.306,10.576,
13,106,86,738,10.496,10.062,
13,106,86,738,12.452,12.296,
29,122,3,748,26.766,24.126,
29,122,3,748,22.216,22.146,
29,122,3,748,24.986,22.998,
29,122,3,748,21.801,20.905,
29,122,3,748,24.526,23.745,
29,122,3,748,22.211,21.67,
29,122,3,748,22.428,22.26,
29,122,3,748,23.867,23.136,
29,122,3,748,25.817,22.013,
29,122,3,748,21.802,21.036,
29,122,76,748,17.249,16.726,
29,122,76,748,15.138,14.358,
29,122,76,748,15.894,15.746,
29,122,76,748,18.444,17.087,
29,122,76,748,15.534,14.687,
29,122,76,748,16.312,15.47,
29,122,76,748,17.164,16.229,
29,122,76,748,16.729,15.719,
29,122,76,748,18.56,17.685,
29,122,76,748,19.009,18.869,
29,122,86,748,15.356,14.951,
29,122,86,748,14.726,13.65,
29,122,86,748,16.697,16.58,
29,122,86,748,16.483,15.735,
29,122,86,748,13.906,13.308,
29,122,86,748,14.314,13.329,
29,122,86,748,16.753,15.887,
29,122,86,748,16.603,15.625,
29,122,86,748,14.992,15.012,
29,122,86,748,16.307,15.531,
28,121,3,757,13.658,13.286,
28,121,3,757,14.588,14.74,
28,121,3,757,13.009,13.123,
28,121,3,757,13.401,13.11,
28,121,3,757,13.061,12.777,
28,121,3,757,13.654,14.196,
28,121,3,757,13.485,13.161,
28,121,3,757,13.449,13.147,
28,121,3,757,13.798,13.684,
28,121,3,757,14.194,14.04,
28,121,76,757,5.423,5.117,
28,121,76,757,5.576,5.798,
28,121,76,757,4.947,5.026,
28,121,76,757,5.462,5.533,
28,121,76,757,4.508,4.484,
28,121,76,757,5.19,5.801,
28,121,76,757,5.865,5.686,
28,121,76,757,3.888,4.172,
28,121,76,757,5.09,5.311,
28,121,76,757,5.45,5.177,
28,121,86,757,5.35,5.549,
28,121,86,757,4.779,4.645,
