"","MenEx3","MenEx76","MenEx86"
"MenEx3.DGRP.584",16.7742163874205,14.1071282691723,11.305504120768
"MenEx3.DGRP.630",12.2801728755874,9.43981180649924,8.00037078885632
"MenEx3.DGRP.639",15.0124019144657,12.6416444485976,13.9349645281014
"MenEx3.DGRP.703",13.6104835849438,10.2224609005182,9.34515725619208
"MenEx3.DGRP.705",15.5656840410059,15.3885268553934,13.9304205731191
"MenEx3.DGRP.707",16.7410857637003,13.9905197987846,13.5102580294154
"MenEx3.DGRP.712",18.2888350806462,13.6875210404149,12.5803515537224
"MenEx3.DGRP.714",13.6695178125357,10.2763872275918,11.8653526709329
"MenEx3.DGRP.716",15.4501476285702,11.863540189388,10.4109534445111
"MenEx3.DGRP.721",13.3500642412554,10.3052103111728,7.08403478484174
"MenEx3.DGRP.730",17.1761480650121,16.2939200404825,16.3551928538746
"MenEx3.DGRP.732",13.0968397135117,8.53506782112732,9.49990189345804
"MenEx3.DGRP.737",16.4521144557131,12.6365955490442,11.6223049764388
"MenEx3.DGRP.738",14.7371285784744,11.2474650343253,10.0200203259859
"MenEx3.DGRP.748",20.4068199660882,14.1932201050607,12.8464979340713
"MenEx3.DGRP.757",13.3647945702149,5.22428588186552,4.71089412270702
"MenEx3.DGRP.765",12.1904047865765,9.621292357338,8.94052190479655
"MenEx3.DGRP.774",11.3534484203368,9.0622063374364,6.27762165048116
"MenEx3.DGRP.776",12.3592060606235,8.74125123847664,6.29538960489108
"MenEx3.DGRP.783",12.6980787752802,7.55432434614302,7.65805756841998
"MenEx3.DGRP.786",11.757488566209,9.00016267152461,7.69684404216391
"MenEx3.DGRP.790",13.3788450155169,10.1437730467611,10.5949239162757
"MenEx3.DGRP.796",11.7657245404385,7.98763257139631,7.21299865756328
"MenEx3.DGRP.799",15.1017995718254,13.9941437657581,10.93430517783
"MenEx3.DGRP.802",13.599589496823,9.1806359542529,9.44736102831676
"MenEx3.DGRP.808",12.367985992331,9.02474193109367,8.36912703609036
"MenEx3.DGRP.810",14.3366396661429,8.35041775713908,10.1981387021003
"MenEx3.DGRP.818",16.6555933001993,13.6014108982866,11.3027274778579
"MenEx3.DGRP.819",15.040780541699,12.4498155967605,9.62350143154744
"MenEx3.DGRP.820",11.7942366676285,9.19774402731614,7.33150572240846
"MenEx3.DGRP.822",13.5261579121557,8.52148639990791,7.04186151034435
"MenEx3.DGRP.837",11.9111442163303,6.66489085730442,6.42036075045954
"MenEx3.DGRP.843",12.6386334977923,10.7153270378655,11.0098834841522
"MenEx3.DGRP.849",14.8892567924412,10.1298313976928,8.98770283224923
"MenEx3.DGRP.850",15.7316287760515,9.57127321435307,9.95191213276785
"MenEx3.DGRP.852",13.9618390613578,11.6674570666603,11.2768614797427
"MenEx3.DGRP.853",21.1011630931046,12.6989142540339,9.81993414686143
"MenEx3.DGRP.855",13.2935302049792,11.1265123959146,9.9556091221499
"MenEx3.DGRP.857",15.1448558618865,8.30428198408145,7.66303591773763
"MenEx3.DGRP.859",15.9673081503693,8.73385072913775,8.68412867068542
"MenEx3.DGRP.861",14.7207115778655,11.9068984755059,8.60069138712038
"MenEx3.DGRP.879",15.8386767339182,10.9294228970906,9.36087769881065
"MenEx3.DGRP.882",11.6026852789195,10.7365781322016,9.95193258598094
"MenEx3.DGRP.884",16.0148493027175,6.58298019729515,6.62853188428785
"MenEx3.DGRP.890",13.3784369631755,12.1264473464039,10.710060664905
"MenEx3.DGRP.894",16.5452229497494,10.548710362296,12.7862351163057
"MenEx3.DGRP.897",11.5255347486729,10.5533752034645,7.81803209272776
"MenEx3.DGRP.900",14.0520910164184,12.1608330763657,12.4675903328841
"MenEx3.DGRP.907",19.0739263058372,13.6789741367636,12.0412221292399
"MenEx3.DGRP.908",13.733042076622,10.6696037128472,9.94764954890818
"MenEx3.DGRP.911",13.52157052198,9.82461116092062,10.5592445472454
